id,language,source_title,raw_path,final_path,raw_duration_s,final_duration_s,duration_delta_s,raw_sample_rate,final_sample_rate,raw_snr_db,final_snr_db,snr_delta_db,raw_clipping_pct,final_clipping_pct,clipping_delta_pct,raw_rms_dbfs,final_rms_dbfs,rms_delta_db,raw_peak_dbfs,final_peak_dbfs,raw_active_ratio,final_active_ratio,active_ratio_delta,raw_silence_ratio,final_silence_ratio,silence_ratio_delta,raw_lufs,final_lufs,lufs_delta,raw_lufs_target_error,final_lufs_target_error,lufs_target_error_delta,raw_loudness_range_db,final_loudness_range_db,loudness_range_delta_db,raw_crest_factor_db,final_crest_factor_db,crest_factor_delta_db,raw_dc_offset,final_dc_offset,dc_offset_abs_delta,raw_spectral_flatness,final_spectral_flatness,spectral_flatness_delta,raw_spectral_centroid_hz,final_spectral_centroid_hz,spectral_centroid_delta_hz,raw_low_freq_rumble_ratio,final_low_freq_rumble_ratio,low_freq_rumble_delta,raw_high_freq_noise_ratio,final_high_freq_noise_ratio,high_freq_noise_delta,raw_speech_band_energy_ratio,final_speech_band_energy_ratio,speech_band_energy_delta,raw_zero_crossing_rate,final_zero_crossing_rate,zero_crossing_rate_delta,acoustic_similarity,speaker_similarity_proxy,transcript_available,transcript_source,emotion_status,asr_char_similarity,asr_word_f1
Ju9ONXG-KdA_c0004_s000,en-IN,Courage to begin,data/raw_segments/Ju9ONXG-KdA_c0004_s000_raw.wav,data/final/Ju9ONXG-KdA_c0004_s000.wav,28.6,28.6,0.0,16000,24000,55.50401162545028,54.46211136605575,-1.0419002593945308,0.0,0.0,0.0,-16.743151756574115,-23.805616352062895,-7.06246459548878,-1.4034548618016998,-7.721646784734646,0.6935991605456453,0.6421825813221406,-0.05141657922350473,0.3064008394543547,0.35781741867785943,0.05141657922350473,-15.75983238211204,-22.82719451703377,-7.067362134921732,7.240167617887961,0.1728054829662291,-7.067362134921732,56.3587069486251,56.31213713289654,-0.046569815728560116,15.339696894772414,16.08396956732825,0.7442726725558355,1.0825870754001858e-06,4.935097861123252e-07,-5.890772892878606e-07,0.016256216152310918,0.012537539231888887,-0.003718676920422031,1472.181576843599,1459.009837102295,-13.171739741304009,9.050230755579966e-06,9.177241764100998e-06,1.270110085210319e-07,0.00018282185995397603,0.00016997640263206228,-1.2845457321913753e-05,0.9998081279092903,0.9998208463556036,1.2718446313342291e-05,0.11235329715464205,0.11238934476370246,3.60476090604106e-05,0.996117985436151,0.996117985436151,True,faster-whisper:base,heuristic_fallback_with_local_asr,1.0,1.0
dpbp_SAc_Z4qAs3E_c0068_s003,en-IN,Be the CEO of your own life,data/raw_segments/dpbp_SAc_Z4qAs3E_c0068_s003_raw.wav,data/final/dpbp_SAc_Z4qAs3E_c0068_s003.wav,26.6998125,26.699833333333334,2.0833333334024928e-05,16000,24000,37.45733158295825,36.91528042651957,-0.5420511564386743,0.0,0.0,0.0,-22.222080404241172,-24.766432448048413,-2.5443520438072404,-4.327573498646168,-6.491164360750966,0.5961754780652418,0.5905511811023622,-0.0056242969628796935,0.40382452193475815,0.40944881889763785,0.0056242969628796935,-20.28817531946565,-22.842904618064264,-2.5547292985986125,2.711824680534349,0.15709538193573636,-2.5547292985986125,36.94988668100281,36.12223975888806,-0.8276469221147522,17.894506905595,18.275268087297448,0.38076118170244655,4.172622322444329e-07,4.794832935325751e-07,6.222106128814221e-08,0.04761192948105535,0.03252545506227861,-0.015086474418776745,2103.0275842046,2073.2551550795183,-29.772429125081544,0.00015396460436170397,0.00013537053673649252,-1.8594067625211453e-05,0.008658087080297167,0.008272421411076158,-0.0003856656692210088,0.9911879483153412,0.9915922080521874,0.0004042597368462131,0.2052295799026946,0.20471089071856288,-0.0005186891841317265,0.9992976058563897,0.9992976058563897,True,pipeline_asr,heuristic_fallback_with_transcript,0.983751846381093,0.9923664122137404
XSXq8CRKAtQ_c0001_s012,en-IN,Geography NCERT,data/raw_segments/XSXq8CRKAtQ_c0001_s012_raw.wav,data/final/XSXq8CRKAtQ_c0001_s012.wav,28.5,28.5,0.0,16000,24000,26.872636076941852,26.819499164912454,-0.053136912029398076,0.0,0.0,0.0,-27.449547115416465,-22.661643243670223,4.787903871746241,-5.656190658655494,-1.4999483342019322,0.4631578947368421,0.47157894736842104,0.00842105263157894,0.5368421052631579,0.5284210526315789,-0.008421052631578996,-27.65953298786252,-22.883972865139032,4.775560122723487,4.659532987862519,0.1160271348609676,-4.543505853001552,24.232506573548118,24.21632834419244,-0.016178229355677587,21.793356456760968,21.161694909468295,-0.6316615472926728,8.600402296635143e-06,1.3119301600762976e-05,4.518899304127833e-06,0.025005889607175213,0.01662256799134361,-0.008383321615831604,1649.9715290731817,1631.795116635951,-18.176412437230738,0.11119759647200668,0.1135454248845115,0.0023478284125048182,0.005203070277320274,0.005236825986238282,3.3755708918007526e-05,0.8835993332506732,0.8812177491292501,-0.002381584121423086,0.09856047453703703,0.09837250543630752,-0.0001879691007295181,0.9963481114117229,0.9963481114117229,True,faster-whisper:base,heuristic_fallback_with_local_asr,1.0,1.0
eSa9YEA7aN4_c0007_s001,en-IN,Speak Like a Pro,data/raw_segments/eSa9YEA7aN4_c0007_s001_raw.wav,data/final/eSa9YEA7aN4_c0007_s001.wav,25.1,25.1,0.0,16000,24000,41.63722610833561,41.240486578555384,-0.396739529780227,0.0,0.0,0.0,-16.206780006255002,-22.624112672674418,-6.417332666419416,-1.2969351839692222,-6.840611017558318,0.680622009569378,0.6782296650717703,-0.0023923444976077235,0.319377990430622,0.3217703349282297,0.0023923444976077235,-15.917480014946266,-22.39963017447106,-6.482150159524794,7.082519985053734,0.60036982552894,-6.482150159524794,40.925802955599394,40.94503163712477,0.0192286815253766,14.90984482228578,15.7835016551161,0.8736568328303189,7.997186060445717e-07,4.767105082275066e-07,-3.230080978170651e-07,0.02695409252053924,0.01862396322261626,-0.00833012929792298,1560.2006626884108,1523.8688116963317,-36.331850992079126,3.169426652603123e-05,3.3019245847999846e-05,1.324979321968615e-06,0.0006899464974176206,0.0006263902950881497,-6.355620232947098e-05,0.9992783592360565,0.9993405904590638,6.2231223007303e-05,0.11927000398089171,0.11770252786624204,-0.0015674761146496768,0.9921848532961787,0.9921848532961787,True,faster-whisper:base,heuristic_fallback_with_local_asr,1.0,1.0
kcW4ABcY3zI_c0004_s009,en-IN,A well educated mind,data/raw_segments/kcW4ABcY3zI_c0004_s009_raw.wav,data/final/kcW4ABcY3zI_c0004_s009.wav,22.7,22.7,0.0,16000,24000,42.494502768419025,42.33318014319362,-0.1613226252254023,0.0,0.0,0.0,-16.450453757027173,-23.366823386143643,-6.9163696291164705,-0.11849673731798682,-6.823731079291919,0.6759259259259259,0.6785714285714286,0.002645502645502673,0.32407407407407407,0.3214285714285714,-0.002645502645502673,-16.25744522983107,-23.21335932384528,-6.955914094014208,6.74255477016893,0.21335932384527823,-6.5291954463236515,42.83304898970722,42.79402523157784,-0.03902375812938175,16.331957019709186,16.543092306851726,0.2111352871425396,-2.4067882924352973e-06,-9.717675207645007e-07,-1.4350207716707966e-06,0.03907893148865422,0.026924260369750066,-0.012154671118904153,1618.187477981231,1588.5536804716116,-29.6337975096194,7.066532357962e-05,7.151402967000627e-05,8.487060903862765e-07,0.000638635154113568,0.0005708441110171053,-6.77910430964627e-05,0.9992906995223071,0.9993576418593131,6.694233700599295e-05,0.1248934033890845,0.12412315691021127,-0.0007702464788732349,0.9936728909433472,0.9936728909433472,True,faster-whisper:base,heuristic_fallback_with_local_asr,1.0,1.0
dpbp_sKvMxZ284AA_c0015_s000,en-IN,How SHE became an IAS officer,data/raw_segments/dpbp_sKvMxZ284AA_c0015_s000_raw.wav,data/final/dpbp_sKvMxZ284AA_c0015_s000.wav,9.919875,9.919875,0.0,16000,24000,32.41151378412344,32.24693164285546,-0.1645821412679851,0.0,0.0,0.0,-19.515919638402742,-23.576544294150597,-4.060624655747855,-0.9102032034675189,-4.478513799033044,0.6151515151515151,0.6090909090909091,-0.006060606060605989,0.3848484848484849,0.3909090909090909,0.006060606060605989,-18.63281928622562,-22.690863026423937,-4.058043740198318,4.367180713774381,0.30913697357606296,-4.058043740198318,29.72577015874858,29.656298551619216,-0.06947160712936551,18.605716434935225,19.098030495117552,0.49231406018232704,-8.733344145059949e-06,-4.825986125615347e-06,-3.907358019444602e-06,0.04285196005859727,0.028824306090277182,-0.014027653968320085,2049.511491931886,2008.8180099333006,-40.69348199858564,0.0053911898777321355,0.005461886657007233,7.069677927509788e-05,0.002896199304817813,0.0025944748800644686,-0.0003017244247533442,0.99171261081745,0.9919436384629281,0.00023102764547811017,0.1527611517137097,0.15173891129032258,-0.0010222404233871107,0.994524108757218,0.994524108757218,True,pipeline_asr,heuristic_fallback_with_transcript,1.0,1.0
dpbp_9Q7Zl3OI4us_c0014_s001,en-IN,The 3 Myths of the Indian Education System,data/raw_segments/dpbp_9Q7Zl3OI4us_c0014_s001_raw.wav,data/final/dpbp_9Q7Zl3OI4us_c0014_s001.wav,22.61975,22.61975,0.0,16000,24000,40.74866665852238,40.581097511607204,-0.16756914691517721,0.0,0.0,0.0,-29.560303578795445,-24.622435273355894,4.937868305439551,-7.753948382534893,-2.384662933374922,0.646746347941567,0.646746347941567,0.0,0.35325365205843295,0.35325365205843295,0.0,-28.516223586372448,-23.59747229953745,4.918751286834997,5.516223586372448,0.5974722995374506,-4.918751286834997,40.94877823340508,40.80548203579596,-0.14329619760911783,21.80635519626055,22.23777233998097,0.43141714372042017,1.0445842621285049e-06,2.014571424060878e-06,9.69987161932373e-07,0.04024259890731178,0.02788735472362266,-0.012355244183689117,1805.874552513588,1790.1753649459697,-15.69918756761831,9.102223548531844e-05,9.689784341981477e-05,5.87560793449633e-06,0.0006960353638601754,0.0006974245286403172,1.3891647801417576e-06,0.9992129424006546,0.9992056776279401,-7.264772714510315e-06,0.14503265337694485,0.14485654062057993,-0.00017611275636492119,0.9973508904704381,0.9973508904704381,True,pipeline_asr,heuristic_fallback_with_transcript,1.0,1.0
B9dm0PC0_b8_c0011_s000,en-IN,Broken English,data/raw_segments/B9dm0PC0_b8_c0011_s000_raw.wav,data/final/B9dm0PC0_b8_c0011_s000.wav,18.9,18.9,0.0,16000,24000,44.021620697452505,44.099466413734376,0.07784571628187109,0.0,0.0,0.0,-24.703729362552444,-23.930643345563787,0.7730860169886569,-4.186505284463763,-4.439095829753868,0.726984126984127,0.7253968253968254,-0.0015873015873015817,0.27301587301587305,0.2746031746031746,0.0015873015873015817,-23.93765378219306,-23.152220164823103,0.7854336173699572,0.9376537821930597,0.15222016482310252,-0.7854336173699572,44.61818684154281,44.33692584778703,-0.2812609937557795,20.517224078088677,19.49154751580992,-1.0256765622787576,7.069703763124173e-06,7.803915249187058e-06,7.342114860628855e-07,0.07493408553498687,0.05205285590898662,-0.022881229626000255,2053.583846651299,2003.8145184429345,-49.76932820836464,1.4175502953940962e-05,1.3276152652931258e-05,-8.993503010097039e-07,0.0026098584583364552,0.002201255546801486,-0.00040860291153496913,0.9973759660387098,0.9977854683005455,0.0004095022618356703,0.1733109269247039,0.17102649772631134,-0.002284429198392557,0.9999025878024081,0.9999025878024081,True,faster-whisper:base,heuristic_fallback_with_local_asr,1.0,1.0
dpbp_Ju9ONXG-KdA_c0013_s004,en-IN,Courage to begin,data/raw_segments/dpbp_Ju9ONXG-KdA_c0013_s004_raw.wav,data/final/dpbp_Ju9ONXG-KdA_c0013_s004.wav,25.959,25.959083333333332,8.3333333332547e-05,16000,24000,57.370623060582645,56.718323371694524,-0.652299688888121,0.0,0.0,0.0,-18.95891862823153,-24.04815536054749,-5.08923673231596,-1.440922361451844,-6.104769266357678,0.6739884393063584,0.6335260115606937,-0.040462427745664775,0.32601156069364157,0.36647398843930634,0.040462427745664775,-18.114518704074253,-23.198770245749934,-5.08425154167568,4.8854812959257465,0.19877024574993385,-4.686711050175813,57.58140948671653,57.39579757563753,-0.18561191107900044,17.517996266779686,17.943386094189815,0.4253898274101289,-1.2063195752346247e-06,-7.16774989973203e-07,-4.895445852614217e-07,0.01618350855687953,0.01290044304743838,-0.0032830655094411507,1395.8424323423963,1385.1672282207062,-10.675204121690058,5.544801458328045e-06,5.6354008578243235e-06,9.05993994962788e-08,0.00017277576340148966,0.00016058315846761157,-1.219260493387809e-05,0.9998216794351401,0.9998337814406745,1.210200553436458e-05,0.1040880926724138,0.1045180447583128,0.00042995208589900746,0.9984474736049455,0.9984474736049455,True,pipeline_asr,heuristic_fallback_with_transcript,1.0,1.0
dpbp_SAc_Z4qAs3E_c0063_s000,en-IN,Be the CEO of your own life,data/raw_segments/dpbp_SAc_Z4qAs3E_c0063_s000_raw.wav,data/final/dpbp_SAc_Z4qAs3E_c0063_s000.wav,27.0396875,27.03975,6.250000000207478e-05,16000,24000,37.07623225179137,36.93040576913396,-0.14582648265740517,0.0,0.0,0.0,-21.868724273654834,-23.836158348364606,-1.9674340747097716,-3.6368293474284963,-5.429892659619538,0.611542730299667,0.6137624861265261,0.002219755826859071,0.388457269700333,0.38623751387347394,-0.002219755826859071,-20.21522320131848,-22.286896431001825,-2.071673229683345,2.78477679868152,0.7131035689981751,-2.071673229683345,36.96251356714352,36.305281271327004,-0.6572322958165131,18.23189492622634,18.40626568874507,0.17437076251873052,-4.041171081353219e-07,-1.0933497465247922e-07,-2.9478213348284267e-07,0.04759724704317176,0.03233527557853639,-0.015261971464635371,2045.7718644116626,2014.905696823012,-30.86616758865057,0.00020060909011860632,0.00018874312631086973,-1.1865963807736592e-05,0.006169129872525656,0.005758412600063157,-0.0004107172724624984,0.9936302610373556,0.994052844273626,0.000422583236270313,0.18446803346893492,0.18350476146449704,-0.0009632720044378817,0.9995145192373189,0.9995145192373189,True,pipeline_asr,heuristic_fallback_with_transcript,0.9373219373219374,0.9481481481481482
