id,language,raw_asr_text,final_asr_text,asr_char_similarity,asr_word_f1
a7TJzv_1icU_c0032_s003,hi-IN,"سنگایاں پلکوں, اگر آپ بناوٹ کی ہی ساتھ سے دیکھیں گا نا, تو ہوت کا نیچلہ بھاگ نوکیلہ ہے اور اوپری بھاگ سپاٹ ہے تو برابہر جو سپاٹ ہیسٹہ ہوتا ہیسے ہوں کہتے بیس یعنی آدھا تو ہوت کا جو اوپر کا بھاکھیں ہوں اس کو ہم بیس کہتے ہیں","سنگایاں پلکوں, اگر آپ بناوٹ کی ہی ساتھ سے دیکھیں گا نا, تو ہوت کا نیچلہ بھاگ نوکیلہ ہے اور اوپری بھاگ سپاٹ ہے تو برابہر جو سپاٹ ہیسر ہوتا ہیسے ہوں کہتے بیس یعنی آدھا تو ہوت کا جو اپر کا بھاکھیں اس کو بیس کہتے",0.8329411764705882,0.9278350515463918
jV4Pzz0Wz0Y_c0028_s002,hi-IN,"ایسے لوگ بھی, آپ ان کو illogical не کہتے ہیں تو illogical wakti ھئیسا نہیں ہوتا کہ ریدکل ایثیست ہوگا یا ریدکل ایثیست ہوگا بیچ کی بہت سے ہوںزکتی ہیں اگنوستیسیزم مجھے لگتے ہیں ایسر پسے چھے چھے چھے چھے چھے پریکٹیکل اور صفٹ شیزم جو میں آپ کو بتایں انوں کا","ایسے لوگ بھی, آپ ان کو illogical не کہتے ہیں تو illogical wakti ھئیسا نہیں ہوتا کہ ریدکل ایثیست ہوگا یا ریدکل ایثیست ہوگا بیچ کی بہت سے ہوںزکتی ہیں اگنوستیسیزم مجھے لگتے ہیں ایسرپسیچھے سے تھی ہیں پریکٹیکل اور صفٹ شیزم جو میں آپ کو بتائیں انوں کا",0.8906882591093117,0.8712871287128713
a7TJzv_1icU_c0027_s000,hi-IN,اس کے بعد کونسа والp ourk our karega یہ والa اسے کونسа کرتے ہیں dyei kospitwalm تھی ہوگیا dyei kospitwalm کہا گیا the baya left ventricles baya nile یہ pump karega تو کونسے والp kopar karega erotic valve erotic materna کیا تا مہا دھم نہیں اس کے vakar karega یہ erota any maha dhم نہیں maha dhem ni se puri sari mi philia تو یہ آپ کے hod ka pura enotomy hobiya,اس کے بعد کون Sa walp par kare ga yaywa wala اسے کون Sa kata en dai kaaspid walp tya wga day kaaspid walp kaha ga da baya left ventricals baya nele yye pump kare ga tu kone sa walp ko par kare ga erotik wala erotik wala ka tab maha dhamini اس کے vaka gaya yye erota yye mi maha dhamini maha dhamini se pure siri mi laure tye wue vaap ki hot ka pure enotomi hobi a,0.1772853185595568,0.2119205298013245
pyVLK891zrE_c0042_s001,hi-IN,بھاد کے پر வصواص் تو ہمہ ہمیں ہمیں ہمیں ہمیں پریவے سے ملا ہے لیکن میں مانتا ہوں کہ آپ میں سے کئی لوگوں کو دنیا کہتی ہوگی یا آپ کا ہی جو تیس کہتا ہوگا کہ آپ کے بھاد کے میں کچھ نہیں ہے تو میں نے آپ نے اپنیاس آوگھر میں پنگتی لکھی ہے اس کو میں آپ کے ساتھ ساجہ کر کے اس بات کو ختم کرنا چاہوں گا کہ ابھاگہ,بھاد کے پر வیسواز تو ہمہ ہمیں ہمیں ہمارے پریویس سے ملا ہے لیکن میں مانتا ہوں کہ آپ سے کئی لوگوں کو دنیا کہتی ہوگی یا آپ کا ہی جو تیس کہتا ہوگا کہ آپ کے بھاد کے میں کچھ نہیں ہے تو میں نے آپ نے اپنیاس آوگر میں پنگتی لکھی ہے اس کو میں آپ کے ساتھ ساجہ کر کے اس بات کو ختم کرنا چاہوں گا کہ ابھاگا,0.7470288624787776,0.9178082191780821
a7TJzv_1icU_c0027_s001,hi-IN,滑abh значی ہے Heart ke Chamber ke tine 2 Dahin This veteran alint Dahinanilai Baya alint bayaanilai Chamber hoge 4,ऐखाप हशाछी है क। आद के नहीं नहीं नहीं है چین بھر ہوگے چھاپ,0.06976744186046512,0.0
dpbp_jV4Pzz0Wz0Y_c0020_s000,hi-IN,ایک بہت پسید دویکگیانک تھا آپ تو سائنس کی بیگوں کے بیگتی ہیں شہید بلے سپارسکل آپ نے نمس نہ ہوگا جس کے نمپے پرسشر کی یونٹ آپ کو پڑھتے ہیں گی ہے فیجگس میں اسی پاسکل کے بتکر 17 سنٹری فرسک کیا بیگےانک تھا پاسکل کے سامنے بھی ایک دو بھی سوھی پاسکل میثمیٹیشن بیٹھا فیجگسٹ بیٹھا اور ایک دھارمیٹ بیٹھا بھیٹھا,ایک بہت پسید کے بیک جانیک تھا آپ تو سائیس کی بیگوں کے بیکٹی ہیں شہید بلس پاسکل آپ نے نامسوں نہ ہوگا جس کے نام پر اشراکی اینت آپ کو پڑھتے ہیں گیے فیجیکس میں اسی پاسکل کے بات کر 17 سنچری فرسکل کے بیک جانیک تھا پاسکل کے سامنے بھی ایک دو بھیسا ہی پاسکل میثمیٹی شن بھی تھا فیزیست بھی تھا اور ایک دھارمیٹ بیٹھتی بھی تھا,0.1503267973856209,0.5714285714285714
pyVLK891zrE_c0041_s000,hi-IN,khusibhe se baanatilakta baam patatilakta 1 janabari kuh nikal jaayet lakta jha bhagbhan yudhog jagriyut chhada hua hai roodh par kuh jhaa utsav hidna aarajak hai waha par dhair ke saath apne lakch ko saath de huaage baana ye thoda kathin kanto hai khaskar ke hamari pili ke liye lakta hai ki hamari pili ko apne aap par varosa aur dhu sarabad ki,khusibhe se baanatilakta baam patatilakta 1 janwari kuh nikal jaayet lakta jhagbaan yudhog jagriyut chhada huaayarod paar so jaha utsav hidna aarajak hai waha par dhair ke saat apne lakch ko saadhe huaayage baana ye thoda kathin kanto hai khaskar ke hamari pili ke liye lakta hai ki hamari pili ko apne aapar varosa aur dhusra baad ki,0.7823529411764706,0.7603305785123967
a7TJzv_1icU_c0019_s005,hi-IN,اور لنگس میں یہ بلٹ جا کے ساف ہوگا کیسے ساف ہوگا اس میں اکسیجن ملا دیگے جائے گے جیسے اکسیجن ملا گیا وہ بلٹ ریڈ کلور کا ہو جائے گا ریڈی سو جاتا ہے اب وہ فھرہ میں سے آئے گا باپس اس راستے سے ایدار سے آئے گا بلٹ تو اس میں تو اکسیجن ملا ہے تو اس کو مریڈ کلور سے دیگھایں گے,اور لنگس میں یہ بلٹ جا کے ساف ہوگا کیسے ساف ہوگا اس میں اکسیجن ملا دیگے جہے جیسے اکسیجن ملایں گے وہ بلٹ ریڈ کلور کا ہو جہے گا ریڈی سو جاتا ہے اب وہ فھرہ میں سے آئے گا باپس اس راستے سے ایدر سے آئے گا بلٹ تو اس میں تو اکسیجن ملا ہے اس کو مریڈ کلور سے دیکھائیں گے,0.8690702087286527,0.9076923076923077
dpbp_pyVLK891zrE_c0035_s000,hi-IN,khosya hai. khosya hai. khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya hai. Khosya,ھوสักھ ہوج میں میں نے ھوสักھ دان ھو دہ ہو ھو سے میٹی نہیں کر لیا ھوสักھ تھا لیکن میں نے اس ایریہ کو خوجن میں 10 سال لگایا تھا تو اتنا بھی بنجر نہیں ہو ھوสักھ تھا کہ میں اس میں اگر پھا بڑا ماروں تو کوئی فہصان نہ ہو گے Arwa Uga,0.008391608391608392,0.0
a7TJzv_1icU_c0019_s002,hi-IN,جو ہیڑھے میں بلٹ ہوتا ہے وہ کیا سیاتا ہے تو دیکھئے سریری سے جو بلٹ لیاتا ہے ہی نہ کوا یعنی سیرا لے کیا ہوتا ہے اس بلٹ میں اکسیجن نہیں ہوتا ہے جیس بلٹ میں اکسیجن نہیں ہوتا ہے اسے ہم لو بلو کلار سے دیکھاتے ہیں میلے رنگ سے تو چلیہم میلے رنگ کے مارکر کا پریوب کر رہے ایدھر سے بلٹ آیا ایدھر سے بلٹ آیا اب آپ بتایای اس BLUD کو جانیکہ کیولے کئی رفتا کی here سے BLUD آجہے گے اس میں,جو ہیڑھے میں بلٹ ہوتا ہے وہ کیسے آتا ہے تو دیکھئے سریری سے جو بلٹ لیاتا ہے ہی نہ کوا یعنی سیرا لیکی آتا ہے اس بلٹ میں آکسیجہ نہیں ہوتا ہے جیس بلٹ میں آکسیجہ نہیں ہوتا ہے اسے ہم لو بلو کلار سے دیکھاتے ہیں نیلے رنگ سے تو چلیہم نیلے رنگ کے مارکر کا پریوک کر رہے ایدھر سے بلٹ آیا ایدھر سے بلٹ آیا اب آپ بتا یہ اس بلٹ کو جانے کا کیوالے کئی راستا کی here रूत़ाँ ऐखायाे का अस्में,0.6818791946308724,0.7657142857142857
dpbp_jV4Pzz0Wz0Y_c0025_s000,hi-IN,نہیں ہے اور مانلیا تو کو نفسان کے بعد نہیں ہے تو کسٹ بنیفٹ انڈیلیسیز میں ایشفر کو ماننا ویتر بات ہے تو مانلیت ہیں اس کے مانا,نہیں ہے اور مانلیا تو کو نفسان کے بعد نہیں ہے تو کسٹ بنیفٹ انڈیلیسیز میں ایشفر کو ماننا ویتر بات ہے تو مانلیا تو اسے مانا,0.963265306122449,0.8727272727272727
dpbp_pyVLK891zrE_c0031_s000,hi-IN,اس کے بعد جمہ نے یہی بات بھسپیسپک پڑھڑالی تو ایک وقتی نے ایک لڑکیں نے میری امرکہ مزیج کیا کہ ایک واکہ آپ مجھے کتاب پڑھنے گوڑی جی تو میں نے کہا کہ آپ چھپیں گا کہ ہم پبڑیسر بننا چاہتے,بھس کے بعد جب میں یہی بات پسپھسپک پڑڑڈالی تو ایک وقتی نے ایک لڑکے نے میری امریکہ مجھے میسج کیا segue de bhe mge kitao ta p προenknu gudhi ge ve mi mgan Measure mge khaa는 fis,0.5310734463276836,0.35
a7TJzv_1icU_c0029_s001,hi-IN,מائو قادیم. بیچ کی ان مانспейسیوں کو ہم لو کیا کرتے ہیں? מائو قادیم. اور מائو قادیم آئی بیچ کا ہیسا ہے یہ جو دونوں بھاک کو اللہ کرتا ہے تو اللہ کرنے کے لئے ایک طرح کہیت یہ ہاد کو دو بھاگوں میں سپریٹ کر دیتا ہے اس لئے اسے ہم لو کیا کر دیتے ہیں سپتم کر دیتے ہیں یہ دو بھاگ میں باک دیتے ہیں ابہ اس بیچ میں لیکن کیا کر دیتے ہیں قادییک سپتم قادییک سپتم سپرٹ کر دے تھا اس نے یہ سے کیا کہتے سپٹم کہتے ہیں یہ سپرٹ کر دیادو بھان میں,MIO CARDIM. BHKIN MAN SPACION. کو ہم لو کیا کرتے ہیں? MIO CARDIM. اور MIO CARDIM. آئی BHKIN. کیا ہصہ ہے? یہ جو دونوں بھاکہ اللہ کرتا ہے. تو اللہ کرنے کے لئے ایک طرح کا کہیے تو یہ ہاد کو دو بھاگوں میں SEPR��یٹ کر دیتا ہے. اس لیے اسے ہم لو کیا کر دے SEFTAM. یہ دو بھاگ میں باک دیتا ہے. اپا اس BHKIN. کیا کر دیتا ہے? CADY EXCEPTAM. کادییک سپطم سپریٹ کر دیا تھا اسھی کے کیا کہتے سپطم کہتے ہیں تو یہ سپریٹ کر دیا دو بھان میں,0.02912621359223301,0.5948717948717949
jV4Pzz0Wz0Y_c0032_s000,hi-IN,پھر جا ہر آرگومنت کی بات کریں گے تو اس کو بچانہ بڑا مشکل ہوئے تھا بہا ہAPR کیوں کہ اس نے ایک دفیقل تارگومنت سے کس سگونا ایشفر کو بچانہ بڑا مشکل ہے اور لگھوں سبیدھر موم میں ایشفر سگونا ہے,"پر ج Almost, guess what is the reason the argument takes place wound louder or bigger than the figure of the body because of some huge argument that n pr and this the hospital which itself is a",0.164021164021164,0.0
DafERYOvxEw_c0025_s003,hi-IN,اور just نے نے creativity ko hi mardiyar Sir mordat machine salka hai ka insan,و جس نے نے கிریٹیویلی کو ہی ماردیا صرف وہ بادمشن سلکا ہے کہ انسان,0.26573426573426573,0.12903225806451615
DafERYOvxEw_c0034_s000,hi-IN,انسان کو انسان بنے رہے ہیں کہ یہ کم سے کم دو دین ایسے رشتے چاہی ہوتی جا وہ پوری طرح سے صحاج بھو کر نہےسے کہ جا وہ اس کو پڑا نہ لگا نہ پڑے,انسان کو انسان بنے رہے ہیں کہ یہ کم سے کم دو دین ایسے رشتے چای ہوتیں جہا وہ پوری طرح سے صحاج بھو کر نہےسے کہ جہاں اس کو پڑا نہ لگا نہ پڑے,0.9708029197080292,0.8732394366197184
dpbp_jV4Pzz0Wz0Y_c0007_s000,hi-IN,جو کہتا کہ نہیں ہے اس کے اوپر دو بڑھر اور پروف نہیں آنا سے ہے مسلن اگر میں آپ سے کہوں کی آپ کی اور میرے بھیج میں λال پرکاش کی رہے ہیں کی آپ کو دیکھ رہے ہیں آپ کہیں گے نہیں دیکھ رہے ہیں اور اگر میں کہوں کی مجھے دیکھ رہے ہیں,جو کہتا کہ نہیں ہوں اس کے اوپر دبڑھن اور پروف نہیں ہا نا سے یہ مسلم اگر میں آپ سے کہوں کی آپ کی اور میرے بیچ میں λال پرکاش کی رہے ہیں کی آپ کو دیکھ رہی ہے آپ کا نہیں دیکھ رہی ہے اور اگر میں کہوں کی مجھے دیکھ رہی ہے,0.3623853211009174,0.7747747747747747
a7TJzv_1icU_c0023_s010,hi-IN,"بایا,الند, دوسرا ہو گیا, بایا, نہیں لیتین ہو گیا, تیکی در سے بھی ہو گیاں, اس سے آنے کا, پیانا دیکی دیام سے, اور اگر باہری ناس کو بھی لیجے گا, تو چاکھ توی در ہو جائے گا, چاکھ توی در ہو جائے گا, تو دھیڑے دھیڑے ہمسان کیا بلھا رہا ہے, پیلے آپ کو چاکھ چیمبر بطائیں, پھر چھے راستے بطائیں, اب آتھ راستا دیکیے, پیلے راستا, محا سیرا. یہاں سے بلد ہے. محا سیرا پہلا. داہینا اللیند دوسرا.","بایا,الند, دوسرا ہو گیا, بایا,نی,لی,تین ہو گیا,تے کی در سے بھی ہو گیاں,یسا آنے کا, پییاں دیکھیں دیم سے, اور اگر باہری ناس کو بھی لیجے گیا,تا چاکھ توی در ہو جائے گیاں,تا دھی رہا ہمسان کیا بلہا رہا ہے, پہلے آپ کو چاکھ چیمبر بتایں, پھر چھے راسھتے بتایں, اب آتھ راسھتا دیکھیاں, پہلا راسھتا, مہا سیراہ, یا سے بلٹ ہے, مہا سیراہ, پہلاہ, Dahina Alind Dusra",0.30346820809248554,0.5477707006369427
jV4Pzz0Wz0Y_c0034_s000,hi-IN,"نرگوں نے ایشفر لوجی کلی کنسستنٹ, اسو خارج کرنا بڑا بشکلی کیونکی, آپ کوش بطائیں نہیں رہا اسکم ہے کیا ہے, نیتی نیتی کہیں کہیں کہ وہ ایسا بھی نہیں ہے بیسا بھی نہیں ہے, آپ کوش بطائیں نہیں تو فنزیں گے ایکن آپ نیتی نیتی کے ماتجم سے آپ اس کو انڈسکری بےبل بطارے ہیں","نرگوں نے ایشفر لوجی کلی کنسستنٹ, اسو خارج کرنا بڑا بشکلی کیونکی, آپ کوش بطائیں نہیں رہسک میں کیا ہے? نیتی نیتی کہیں کہ وہ ایسا بھی نہیں ہے, بیسا بھی نہیں ہے آپ کوش بطائیں نہیں تو فنزیں گے ایکن آپ نیتی نیتی کے ماتجم سے آپ اس کو انڈسکری بےبل بطارے ہیں",0.8955823293172691,0.9454545454545454
pyVLK891zrE_c0016_s000,hi-IN,آپ کو اپنا مولد ہوننا یہی اصل میں جیبان کی یاترا ہے میں کس کام کے لیے بنا تھا یا میں کس کام میں دکچھ ہو سکتا ہوں میں کس سے تطتو ہوگے نا جو مجھے پریریت کریں گے اور مجھے اس کام کے لیے حنارمن دبانا دیں گے یک میں نہیں مانتا ہوں کی پر تیبھا کوئی جنمجات,آپ کو اپنا مولد ہوننا یہی اصل میں جیبان کی یاترا ہے میں کس کام کے لیے بنا تھا یا میں کس کام میں دکچھ ہو سکتا ہوں میں کس سے تطتو ہوگے نا جو مجھے پریریت کریں اور مجھے اس کام کے لیے حنارمن دبانا دیں گے اگه میں نہیں مانتا ہوں کی پرٹی بھا کوئی جنمجات,0.7154471544715447,0.94017094017094
pyVLK891zrE_c0037_s000,hi-IN,میں یہی ماانتا ہوں کہ جزدیناپ نے اپنا مول دھون لیا اس دیناپ کے لئے راست آسان ہو سکتا ہے اور دوسری بات سنگرس کو کافی وکٹیموں کے مطیکھیئے آپ کا منزج جتنا بیرات ہوگا باست,میں یہی ماانتا ہوں کہ جزدین آپ نے اپنا مول دھون لیا اس دین آپ کے لئے راست آسان ہو سکتا ہے اور دوسری بات سنگرس کو کافی وکٹیموں کے مطیکھی آپ کا منزج جتنا بیرات ہوگا باوس,0.9700598802395209,0.8648648648648649
a7TJzv_1icU_c0031_s002,hi-IN,پیس میں کر کہاں لگایا جتا ہے تو یہ داہی نہ ہے داہی نہ اوپر کہیں سے ہے تو اولیت داہی نہ اولی نہیں رائٹ اٹریم پر لگایا جتا ہے پیس میں کر مصین اپریشن کر کے ہوت کی اپریشن کو ہم بیپاس سرجری کرتے ہیں بیپاس سرجری اور ایک ٹیشٹ ہوتا ہے ہوت کے لیے دو ٹیشٹ یاد رکھی گیا ٹرید مائل ٹیشٹ اور ایک ایسی جی ایسی جی بھی بتا دیں گے tautraid mal taste ho tauta hai sanya,پیس میں کر کہاں لگایا جتا ہے تو یہ دہینہ ایسا ہے تو ایلد دہینہ ایلین یعنی رائٹ ایٹریم پیل لگایا جتا ہے پیس میں کر مصین اپریشن کر کے ہوت کے اپریشن کو ہم بیپا سرجری کرتے ہیں بیپا سرجری اور ایک ٹیشٹ ہوتا ہے ہوت کے لیے دو ٹیشٹ یاد رکھی گیا ٹرید مائل ٹیشٹ اور ایک ایسی جی ایسی جی بھی بتا دیں گے To trade my taste ho tchao sa na,0.7946428571428571,0.7435897435897435
jV4Pzz0Wz0Y_c0026_s001,hi-IN,امریکن سائکולوجی کے فضر مانے ہی ہی ہیں اور ویلیم جیمس پر بودھے کا بیسر ہمیں دفتا ہے چاہی بودھے نے کہاہا کہ آتما نہیں چیتنا کی قپروا ہے ایسٹی مفکنشرسن سے یہ بات جیمس نے میں کہیں,امریکن سائکולوجی کے فضر مانے جاتے ہیں اور ویلیم جیمس پر بودھے کا بیسر ہم دفتا ہے چاکہ بودھے نے کہاہ کی آتما نہیں چیتنا کی قپروا ہے ایسٹی مفکونشیس نے سی یہ بات جیمس نے میں کہیں,0.9344729344729344,0.7894736842105263
dpbp_a7TJzv_1icU_c0020_s000,hi-IN,اب بتے یہ یہ تو آگی آپ کا نیلے میں ایسا ریالیند میں Keb Saidwale Left Saidwale Ali Neummei آگیہ جب یہ Left Saidwale Ali Neummei آگیہ تو یہ اس کو کیا کرے گا نیچے گی را دے گا جس اپ دیکھیں مالی جی یہ مارکہ رہے اور یہ میرے اس پہ ہے تو اس کو چھڑے گیسے نیچے گیر گیاں جاں پہ کیوں کی وال بھی کی در کھول رہے ہیں,"اب بتے یہ یہ تو آگی آپ کا نیلے میں Sorry, Alinda میں keep sidewale, left sidewale Alinda میں آگیا جب یہ left sidewale Alinda میں آگیا تو یہ اس کو کیا کرے گا نیچے گیرا دے گا جہ سے اب دیکھیں نہ, ما لی جہ یہ مارکہ ہے اور یہ میرے اسپے ہے تو اس کو چھڑے ہیں سے نیچے گیر گیاں یہاں پہے",0.5763888888888888,0.583941605839416
