id,language,raw_asr_text,final_asr_text,asr_char_similarity,asr_word_f1
Ju9ONXG-KdA_c0004_s000,en-IN,"His child, often seen him, talking and saying to his colleagues, my son, full in English, my son, full in English. One day, that child curiously asked, Papa, why do you say this again and again? Don't you know, I am a student of Gujarati medium. Even, there is no any English medium school in the entire Paisil. How could you say that?","His child, often seen him, talking and saying to his colleagues, my son, full in English, my son, full in English. One day, that child, curiously asked, Papa, why do you say this again and again? Don't you know, I am a student of Gujarati medium. Even, there is no any English medium school in the entire Paisil. How could you say that?",1.0,1.0
dpbp_SAc_Z4qAs3E_c0068_s003,en-IN,"You must have your support group and you must have your team of mentors and guides because they are the ones who will stand beside you. So pick out on those people who you think are going to help you evolve. And most importantly, please, all the young ladies and all the girls in this audience, please take a pledge to stand beside and behind.","You must have your support group and you must have your team of mentors and guides, because they are the ones who will stand beside you. So pick out on those people who you think are going to help you evolve. And most importantly, please, all the young ladies and all the girls in this audience, please take a pledge to stand beside and be behind.",0.983751846381093,0.9923664122137404
XSXq8CRKAtQ_c0001_s012,en-IN,"And if you look at your geography textbook, we have chapters dedicated to every single topic that I just mentioned. And by having a fair knowledge about all these topics, it will be easier to integrate them and understand the Earth as a single entity, which is what geography is helping us in doing it. I hope you're getting what I mean. Now another important aspect of geography is time. Time is an integral part of geographical studies. And the reason we say that is because every geographical phenomenon","And if you look at your geography textbook, we have chapters dedicated to every single topic that I just mentioned. And by having a fair knowledge about all these topics, it will be easier to integrate them and understand the Earth as a single entity, which is what geography is helping us in doing it. I hope you're getting what I mean. Now another important aspect of geography is time. Time is an integral part of geographical studies. And the reason we say that is because every geographical phenomenon",1.0,1.0
eSa9YEA7aN4_c0007_s001,en-IN,"You know, relentless, reckless, right? So that's why it's very, very important. Number three, which is probably the most important reason why you must take pauses. When you pause, you get rid of all the arms and arms, you know, etc. etc. And I call this as non-words and the fillers. I'm telling you, the more non-words in the fillers you use in your speech, the less credible you sound.","You know, relentless, reckless, right? So that's why it's very, very important. Number three, which is probably the most important reason why you must take pauses. When you pause, you get rid of all the arms and arms, you know, etc. etc. And I call this as non-words and the fillers. I'm telling you, the more non-words in the fillers you use in your speech, the less credible you sound.",1.0,1.0
kcW4ABcY3zI_c0004_s009,en-IN,"And people think sometimes what's a point. Some of their own family members, their husband think what's the point. The answer is the changes their lives. It empowers them in real ways. I spoke to a woman called Chitra Money, who told me proudly wrote her name and Tamil on a piece of paper. And I said, so what is being able to read mean and read and write mean to you? And she said, no, I can see the destination of the bus where it's going.","And people think sometimes what's a point. Some of their own family members, their husband think what's the point. The answer is the changes their lives. It empowers them in real ways. I spoke to a woman called Chitra Money, who told me proudly wrote her name and Tamil on a piece of paper. And I said, so what is being able to read mean and read and write mean to you? And she said, no, I can see the destination of the bus where it's going.",1.0,1.0
dpbp_sKvMxZ284AA_c0015_s000,en-IN,first time in my life I had seen the test tube and I took that and it broke and I was like oh my god what I have done. Anyhow I was hiding.,first time in my life I had seen the test tube and I took that and it broke and I was like oh my god what I have done. Anyhow I was hiding.,1.0,1.0
dpbp_9Q7Zl3OI4us_c0014_s001,en-IN,"Now you can be all altruistic and say I am learning for the sake of learning but that's not what McCall I wanted. He wanted education to have a purpose and he said it should be utilitarian and back then the East India company needed clocks. They needed people to sit at a desk, do as they're told without getting too creative. Sounds familiar does it not.","Now you can be all altruistic and say I am learning for the sake of learning, but that's not what McCall I wanted. He wanted education to have a purpose and he said it should be utilitarian and back then the East India Company needed clocks. They needed people to sit at a desk, do as they're told without getting too creative. Sounds familiar, does it not?",1.0,1.0
B9dm0PC0_b8_c0011_s000,en-IN,"you will learn more than you can ever imagine. The second lesson that I learned in life was that you have the power to influence anything that you are truly passionate about. When I was 18 years old, I got a scholarship to go to Stanford's University. I was thrilled. My world opened up for me.","you will learn more than you can ever imagine. The second lesson that I learned in life was that you have the power to influence anything that you are truly passionate about. When I was 18 years old, I got a scholarship to go to Stanford's University. I was thrilled. My world opened up for me.",1.0,1.0
dpbp_Ju9ONXG-KdA_c0013_s004,en-IN,Me and my brother have started one program and we gave the name zero to hero English fluency program Do you know one of the best reasons if you want to learn English start teaching That is what I have done okay. I have learned I worked on myself and we have done the same thing Me and my brother and the course and everything was going good but,Me and my brother have started one program and we gave the name zero to hero English fluency program Do you know one of the best reasons if you want to learn English start teaching That is what I have done okay. I have learned I worked on myself and we have done the same thing Me and my brother and the course and everything was going good but,1.0,1.0
dpbp_SAc_Z4qAs3E_c0063_s000,en-IN,"can have your moments of anger, you can have your moments of doubt, you can have your moments of anxiety. That's absolutely fine. We all go through it. But what you also need to realize is that positive affirmations and self-belief will allow you and will make you competent to face any challenge which life throws at you. So that portion you also need to do.","can have your moments of anger, you can have your moments of doubt, you can have your moments of anxiety, that's absolutely fine, we all go through it. But what you also need to realize is that positive affirmations and self-belief will allow you and will make you competent to face any challenge with life through that. So that portion you also need to do.",0.9373219373219374,0.9481481481481482
XSXq8CRKAtQ_c0001_s003,en-IN,"Geo means Earth and Grafos means description. So, this is the description of Earth that we are trying to understand in geography. Now, geography has many disciplines like natural science and social science. Under natural sciences, we have geology, pedology, oceanography, botany, zoology, meteorology, et cetera. And under social science, we have economics, history, social logic, political science and typology etc.","Geo means Earth and Grafos means description. So, this is the description of Earth that we are trying to understand in geography. Now, geography has many disciplines like natural science and social science. Under natural sciences, we have geology, pedology, oceanography, botany, zoology, meteorology, et cetera. And under social science, we have economics, history, social logic, political science and typology etc.",1.0,1.0
dpbp_eSa9YEA7aN4_c0005_s006,en-IN,the app to wait people's attention because as they say attention span is very low and the only way you can get people's attention the way you speak is using variations emotions and tonality in your speaking trust me speaking with the perfect tonality and voice modulation literally change the way I present myself and I teach.,"the captivate people's attention. Because as they say, attention span is very low and the only way you can get people's attention the way you speak is using variations, emotions and tonality in your speaking. Trust me, speaking with the perfect tonality and voice modulation literally change the way I present myself and I teach.",0.9691358024691358,0.9655172413793103
kcW4ABcY3zI_c0005_s000,en-IN,"So we need to get Master Craftsman invited, why is it with a country at 1.2 billion people that we should have a nationwide shortage of missions, of plumbers, of certified licrissions. We need to get more vocational training into the system. We're doing that. We're now rolling out the whole concept of community colleges so that kids can go in.","So we need to get Master Craftsman and why is it with a country at 1.2 billion people that we should have a nationwide shortage of missions, of plumbers, of certified licrissions. We need to get more vocational training into the system. We're doing that. We're now rolling out the whole concept of community colleges so that kids can go in.",0.20833333333333334,0.984375
dpbp_sKvMxZ284AA_c0004_s000,en-IN,"In fifth class, something would happen with me that I remember till date. I got 100 out of 100 in my mathematics paper. Fifth class was a board class. So my teacher called me and she said, let's see I have never seen anybody scoring full marks that win mathematics, that win board exam. You have done this. So I think you are going to do something good in studies.","In fifth class, something would happen with me that I remember till date. I got 100 out of 100 in my mathematics paper. Fifth class was a board class. So my teacher called me and she said, let's see, I have never seen anybody scoring full marks that win mathematics, that win board exam. You have done this, so I think you are going to do something good in studies.",1.0,1.0
dpbp_9Q7Zl3OI4us_c0034_s001,en-IN,"Isn't that what we are extra on kids in an education system which is actively holding them at bay? Because I don't know about you. I would like to live in a future, a future where I walk into a class and ask them, So how many of you work up to day morning and decided to learn something new? And instead of five hands going up, I'd like to have at least six hands going up. Thank you.","Isn't that what we are trying to get in an education system which is actively holding them at bay? Because I don't know about you. I would like to live in a future. A future that I walk into a class and ask them, So how many of you work up to day morning and decided to learn something new? And instead of five hands going up, I'd like to have at least six hands going up. Thank you.",0.07723035952063914,0.9512195121951219
dpbp_B9dm0PC0_b8_c0035_s000,en-IN,"And honestly speaking, I've never looked back. You see, there are moments when we make decisions that shape our destiny. And in those moments, we have to listen to our intuition. Our heart already knows where we are meant to go. It will never lead us astray.","And honestly speaking, I've never looked back. You see, there are moments when we make decisions that shape our destiny. And in those moments, we have to listen to our intuition. Our heart already knows where we are meant to go. It will never lead us astray.",1.0,1.0
Ju9ONXG-KdA_c0016_s002,en-IN,"One day, at 10 30 PM night, I got up and message in my mobile. The person was Ramji Makwana. He sent me a message and said, Sir, whatever you do, but please help me. Please help me to become a fluent in this language. I asked for him what happened. He told me, sir, today I was in exhibition in Bangalore and I lost the deal of one CR. The reason I was not able to communicate with the client.","One day, at 10 30 PM night, I got up and message in my mobile. The person was Ramji Makwana. He sent me a message and said, Sir, whatever you do, but please help me. Please help me to become a fluent in this language. I asked for him what happened. He told me, sir, today I was in exhibition in Bangalore and I lost the deal of one CR. The reason I was not able to communicate with the client.",1.0,1.0
SAc_Z4qAs3E_c0073_s000,en-IN,"is your turn. And I wait for all the success stories because when I see all the women out here, you know, I feel so many best sellers, so many scientific breakthroughs, so many musical pieces or hidden in this one room and that is simply vault.","is your turn. And I wait for all the success stories because when I see all the women out here, you know, I feel so many best sellers, so many scientific breakthroughs, so many musical pieces or hidden in this one room and that is simply involved.",0.9770354906054279,0.9787234042553191
XSXq8CRKAtQ_c0001_s008,en-IN,"Now it brings us to a point where we will discuss geography as a discipline which is concerned with three sets of questions and they are basically what, where and why. This standard three question that you will find in everything. So by what we mean that what is the relationship between the natural features and cultural features found on earth in simple terms what is the relationship between human and land. So all those sort of questions falls under this category.","Now it brings us to a point where we will discuss geography as a discipline which is concerned with three sets of questions and they are basically what, where and why. This standard three question that you will find in everything. So by what we mean that what is the relationship between the natural features and cultural features found on earth in simple terms what is the relationship between human and land. So all those sort of questions falls under this category.",1.0,1.0
eSa9YEA7aN4_c0005_s000,en-IN,"this one voice modulation and tonality. This is my absolute favorite. First of all, what is tonality? Tonality is nothing but feeling your words. Did you notice how I started? tonality is nothing but feeling your words. One of the biggest mistakes that people make when they speak on the stage or off the stage in conversations.","This one, voice modulation and tonality. This is my absolute favorite. First of all, what is tonality? Tonality is nothing but feeling your words. Do you notice how I started? Tonality is nothing but feeling your words. One of the biggest mistakes that people make when they speak on the stage or off the stage in conversations.",0.9953051643192489,0.9824561403508771
kcW4ABcY3zI_c0006_s006,en-IN,"I keep losing or breaking them. I shove them in a pocket bag against a wall or something, they crack. I put them on a lap when I get up there, fold on somebody's steps on them, they break. In the first three months of this year, I lost or broke six pairs of glasses. So I'm telling a friend about this.","I keep losing or breaking them. I shove them in a pocket bag against a wall or something, they crack. I put them on a lap when I get up there, fold on somebody's steps on them, they break. In the first three months of this year, I lost or broke six pairs of glasses. So I'm telling a friend about this.",1.0,1.0
sKvMxZ284AA_c0019_s000,en-IN,"teacher came to me and he said, are you really completely completed your 12, have you really passed it? You cannot answer this very basic question of physics. Only I knew how much I love physics. I am not answering this because I do not know physics. It is because I do not know English. But this all was going on in my mind only, I was not able to speak anything. Well I came back to my room and I've wept.","teacher came to me and he said, are you really completely completed your 12, have you really passed it? You cannot answer this very basic question of physics. Only I knew how much I love physics. I am not answering this because I do not know physics. It is because I do not know English. But this all was going on in my mind only, I was not able to speak anything. Well I came back to my room and I've wept.",1.0,1.0
9Q7Zl3OI4us_c0007_s000,en-IN,"But then what else is education good for? And I got an answer. A lot of people say this, it is to create the best minds in their respective fields. So, and I think that's not far from the truth. I had an opportunity to speak to Dr. Jansi James. She's the former Vice Chancellor of Mahatma Gandhi University. She said, and I quote, the best in India will always be the best in the world when it comes to education.","But then what else is education good for? And I got an answer. A lot of people say this, it is to create the best minds in their respective fields. So and I think that's not far from the truth. I had an opportunity to speak to Dr. John C. James. She's the former Vice Chancellor of Mahatma Gandhi University. She said, and I quote, the best in India will always be the best in the world when it comes to education.",0.9887920298879203,0.9820359281437125
B9dm0PC0_b8_c0031_s001,en-IN,"She looked at me and said, I'm okay. Can you ask them to help the other girls?","She looked at me and said, I'm okay. Can you ask them to help the other girls?",1.0,1.0
Ju9ONXG-KdA_c0014_s001,en-IN,"But in just two years, the thing is that when the pandemic came, me and my brother, we were worthless. Because in that situation, the education field, it was totally, I would say disaster at that time. I was not able to take my offline sessions. We were not able to take our courses in our institute. The school was closed. And I remembered 21st April. .","But in just two years, the thing is that when the pandemic came, me and my brother, we were worthless. Because in that situation, the education field, it was totally, I would say disaster at that time. I was not able to take my offline sessions. We were not able to take our courses in our institute, the school was closed. And I remembered 21st April.",1.0,1.0
SAc_Z4qAs3E_c0026_s000,en-IN,I saw young girls in a school in their mothers from the years of domestic abuse. I saw women in the villages forming collectives to save their daughters from being traffic.,I saw young girls in a school in their mothers from the years of domestic abuse. I saw women in the villages forming collectives to save their daughters from being traffic.,1.0,1.0
dpbp_XSXq8CRKAtQ_c0001_s013,en-IN,"undergoes change through time and can be explained temporarily. So, if you see the environment around us is constantly changing. So, here I'm talking about the physical features like Landform, Climate, Vegetation, Economic Activities, Occupation. So, if you see these all are changing with respect to time.","and the ghost change through time and can be explained temporarily. So, if you see the environment around us is constantly changing. So, here I'm talking about the physical features like landform, climate, vegetation, economic activities, occupation. So, if you see these all are changing with respect to time.",0.9629629629629629,0.9591836734693877
dpbp_eSa9YEA7aN4_c0006_s000,en-IN,"Ladies and gentlemen, I believe that great speakers, the wonderful speakers, you espouses as their biggest weapon. Well, why is it important? Here are three reasons why espouses are important. Number one, when you take a pause, you give your audience the time to process what you've just said.","Ladies and gentlemen, I believe that great speakers, the wonderful speakers, you espouses as their biggest weapon. Well, why is it important? Here are three reasons why espouses are important. Number one, when you take a pause, you give your audience the time to process what you've just said.",1.0,1.0
sKvMxZ284AA_c0030_s002,en-IN,"you on the other hand, do not have any social responsibility, family responsibility, all you have is your dream. All you want is to prove for yourself, because for others, you have already proved, now this is your task, you have to do, and you are saying life is difficult at you. You have, you need to change your lens is better. That day, I stopped complaining mostly, at least with her, and I was totally on a mission mode. All my scar cities, I converted them into my luxuries.","you on the other hand, do not have any social responsibility, family responsibility, all you have is your dream. All you want is to prove for yourself, because for others you have already proved, now this is your task, you have to do, and you are saying life is difficult at you. You need to change your lens is better. That day I stopped complaining mostly, at least with her, and I was totally on a mission mode. All my scar cities, I converted them into my luxuries.",0.990185387131952,0.9887640449438202
dpbp_9Q7Zl3OI4us_c0016_s000,en-IN,"I'm not good with mathematics. I'm not it. I had a lot of friends who are unfortunately good with mathematics. But then in mathematics, every class I sat through, we had teachers who came and told us, you're going to need this in your real life. Ladies and gentlemen, let me introduce you calculus.","I'm not good with mathematics. I'm not it. I had a lot of friends who are unfortunately good with mathematics. But then in mathematics, every class I sat through, we had teachers who came and told us, you're going to need this in your real life. Ladies and gentlemen, let me introduce you calculus.",1.0,1.0
dpbp_B9dm0PC0_b8_c0030_s000,en-IN,She survived and that to me is the greatest miracle that I have ever witnessed or will ever witness it is what I remain grateful for every day. That Malala survived with no brain damage.,She survived and that to me is the greatest miracle that I have ever witnessed or will ever witness. It is what I remain grateful for every day that Malala survived with no brain damage.,1.0,1.0
dpbp_Ju9ONXG-KdA_c0005_s000,en-IN,"Somehow I got the government job, but today I faced many difficulties in documentation when I have to communicate with people. I have to take help of others. I don't want the same thing happened with you. The child was small. Somehow he was not able to understand the entire context, but he was able to feel the pain.","Somehow I got the government job, but today I faced many difficulties in documentation when I have to communicate with people. I have to take help of others. I don't want the same thing happen with you. The child was small. Somehow he was not able to understand the entire context, but he was able to feel the pain.",0.9967637540453075,0.9833333333333333
SAc_Z4qAs3E_c0043_s000,en-IN,1.7.5% of the world's women live in this country and yet women are just about 50% or they are 50% of India's population and yet they only form about 14% of the parliamentarians.,1.7.5% of the world's women live in this country and yet women are just about 50% or they are 50% of India's population and yet they only form about 14% of the parliamentarians.,1.0,1.0
dpbp_XSXq8CRKAtQ_c0001_s011,en-IN,"Always remember, the meaning of the word integrating is bringing together, joining, combining. And if you see, geography does that work pretty smoothly. It sees the world as one giant global village. Because in geography, we get to read about so many things like distances, roots, transportation, technology, and communication, the economy, population, etc. So geography integrates with all these separate disciplines and helps us in understanding the world as if it was one single entity.","Always remember, the meaning of the word integrating is bringing together, joining, combining. And if you see, geography does that work pretty smoothly. It sees the world as one giant global village. Because in geography, we get to read about so many things like distances, root, transportation, technology, and communication, the economy, population, etc. So geography integrates with all these separate disciplines and helps us in understanding the world, as if it was one single entity.",0.9989395546129375,0.9868421052631579
dpbp_eSa9YEA7aN4_c0004_s006,en-IN,"Go and Google and find the exact pronunciation and listen to the pronunciation couple of more times and very importantly make examples on them and read them out loud. You know, I have been saying reading out loud, out loud, why is it important? Because when you read out loud those words that you don't know how to pronounce, it'll help you speak more clearly and coherently. And that's why pronunciation is extremely important. If you want to sound like a leader, extremely important, please work on your pronunciation as well.","Go on Google and find the exact pronunciation and listen to the pronunciation couple of more times and very importantly make examples on them and read them out loud. You know, I have been saying reading out loud, out loud, why is it important? Because when you read out loud those words that you don't know how to pronounce, it'll help you speak more clearly and coherently. And that's why pronunciation is extremely important if you want to sound like a leader, extremely important. Please work on your pronunciation as well.",0.995159728944821,0.9893617021276596
dpbp_sKvMxZ284AA_c0014_s000,en-IN,"This decision of my parents to send me from the village to a big city for higher education was a big decision because I was the first girl from my village to go out and study. So, it was not only I who was studying here, it was the whole village along with me. If I will come back, the hopes of all other girls, the door for all other girls will close automatically. So, I had to perform here anyhow.","This decision of my parents to send me from the village to a big city for higher education was a big decision because I was the first girl from my village to go out and study. So, it was not only I who was studying here, it was the whole village along with me. If I will come back, the hopes of all other girls, the door for all other girls will close automatically. So, I had to perform here anyhow.",1.0,1.0
9Q7Zl3OI4us_c0029_s000,en-IN,"So it's about making a mistake and then learning from it and making another mistake and then learning from that and so on and so forth, until maybe if you get it right. Without any formal education in arts, the kids won't have anywhere to go. In fact, I have a student who, in order to impress a girl in his class, learned a song in the shortest duration of time.","So it's about making a mistake and then learning from it and making another mistake and then learning from that and so on and so forth until maybe if you get it right. Without any formal education in arts, the kids won't have anywhere to go. In fact, I have a student who in order to impress a girl in his class learned a song in the shortest duration of time.",1.0,1.0
dpbp_B9dm0PC0_b8_c0039_s000,en-IN,And I am Malala because I make that decision today and every day from the core of my heart. Thank you.,And I am Malala because I make that decision today and every day from the core of my heart. Thank you.,1.0,1.0
Ju9ONXG-KdA_c0016_s000,en-IN,"Now, it has not happened suddenly, the thing was that which is the another learning of today's talk, opportunities come to those who are prepared, yes or no. So that was not any magic which has happened. I was already prepared because in 2019 I started to learn digital marketing and I want to thank my mentors Mr Rahul Bhatna again and gopal Christianen for their help.","Now, it has not happened suddenly. The thing was that, which is the another learning of today's talk, opportunities come to those who are prepared, yes or no. So that was not any magic which has happened. I was already prepared because in 2019, I started to learn digital marketing. And I want to thank my mentors, Mr. Rahul Bhatnagar and Gopal Krishnan for their help.",0.9333333333333333,0.962962962962963
SAc_Z4qAs3E_c0002_s000,en-IN,context I also want to share a little bit of my story to convince every young woman in this audience listening to me that it is possible to become a leader no matter where you come from or who you are.,context I also want to share a little bit of my story to convince every young woman in this audience listening to me that it is possible to become a leader no matter where you come from or who you are.,1.0,1.0
dpbp_XSXq8CRKAtQ_c0001_s001,en-IN,"Now, in human society, we have variations in terms of social and cultural form. We have people belonging to different community, different background with different beliefs. So it is really interesting to see the relationship between the physical environment and social or cultural features. From pointy point of view, we can say physical environment is like a stage, and human societies are the actors performing. Now, try to relate this. You go to different places. You witness new culture. You","Now in human society, we have variations in terms of social and cultural form. We have people belonging to different community, different background with different beliefs. So it is really interesting to see the relationship between the physical environment and social or cultural features. From pointy point of view, we can say physical environment is like a stage, and human societies are the actors performing. Now try to relate this. You go to different places. You witness new culture. You",1.0,1.0
eSa9YEA7aN4_c0007_s003,en-IN,"I'm such an, you know, the founder of English with such an. And I'm here to teach you, you know, the, you know, the vocal foundations of, you know, communication skills. And you know, if you work on them, you can become an amazing speaker. Did you notice in the just span of 30 seconds, I was using so much of arms and arms and you know, in the second sentence, you're me out. No pauses. So you know, no, I'm saying, I know you know, no fillers, only pauses. Let me out.","I'm such an, you know, the founder of English with such an, and I'm here to teach you, you know, the, you know, the vocal foundations of, you know, communication skills, and you know, if you work on them, you can become an amazing speaker. Did you notice in the just span of 30 seconds, I was using so much of arms and arms and you know, in the second sentence, you're me out. No pauses, so you know, no, I'm saying, I know you know, no fillers, only pauses, came out.",0.9797297297297297,0.9844559585492227
dpbp_sKvMxZ284AA_c0007_s000,en-IN,"As a treatment, doctors suggested that she should be given the dose of antibiotic and that antibiotic was penecilline. There is some problem with penecine. What happens as soon as it enters the body, it gets solidified when it comes in contact with air. So it was again a problem because I had to be injected with penecine in every 15 days and not every MBA's doctor was ready to do this. it can also lead to death in some cases.","As a treatment, doctors suggested that she should be given the dose of antibiotic and that antibiotic was penecilline. There is some problem with penecine. What happens? As soon as it enters the body, it gets solidified. When it comes in contact with air. So it was again a problem because I had to be injected with penecine in every 15 days and not every MBA doctor was ready to do this. it can also lead to death in some cases.",0.997624703087886,0.9938650306748467
9Q7Zl3OI4us_c0025_s000,en-IN,"And also having a syllabus based kind of thing revolving around that has its issues as well. What is being taught? Which brings us to our second myth art is not important. So again let me set up a hypothetical scenario. Let's go back thousands of years back to the era of Stone Age, of cavemen and two mothers are meeting.","So, and also having a syllabus based kind of thing revolving around that has its issues as well, what is being taught, which brings us to our second myth art is not important. So again let me set up a hypothetical scenario. Let's go back thousands of years back to the era of Stone Age, of cavemen and two mothers are meeting.",0.9952755905511811,0.9919999999999999
dpbp_B9dm0PC0_b8_c0009_s000,en-IN,"That's when I understood what it meant to be a woman in the hardest circumstances in the world, feeling that my very existence is a source of shame. The lessons I learned in these places from these people, I could never have found in school or in books, and these were the lessons that guided my decision and my character for the rest of my life.","That's when I understood what it meant to be a woman in the hardest circumstances in the world, feeling that my very existence is a source of shame. The lessons I learned in these places from these people, I could never have found in school or in books, and these were the lessons that guided my decision and my character for the rest of my life.",1.0,1.0
dpbp_Ju9ONXG-KdA_c0008_s000,en-IN,"And when I have completed my 11th 12th, you know in our Indian families, when we are not able to find our passion, then we have two random choices. Either you become an...","And when I have completed my 11th, 12th, you know in our Indian families, when we are not able to find our passion, then we have two random choices. Either you become an...",1.0,1.0
