final_path,language,source_title,previous_emotion,emotion,style,emotion_confidence,emotion_score_margin,emotion_review_required,emotion_evidence,normalized_transcript
data/final/jV4Pzz0Wz0Y_c0027_s000.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.2879,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=2.91wps', 'excited+0.25:high activity/loudness active=0.74,rms=-20.4']","வیلیم جب سے مبتکے, کشفر حیریم سابت نہ کر پہیں ہیں نہ کر پہیں گے پر جب سابت نہ یہ ہو رہا ہے."
data/final/jV4Pzz0Wz0Y_c0009_s001.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.2879,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=3.93wps', 'excited+0.25:high activity/loudness active=0.71,rms=-22.4']",ٹھیک ویسی اگر آپ کو ایشفر ربشواز ہے اور کسی کو نہیں ہیں تو سابیٹ کرنے کی زمیدری کیسکی ہے جو دا و کر رہا ہے جو دا و نہیں کر رو اسے زمیدری نہیں ہے.
data/final/jV4Pzz0Wz0Y_c0026_s001.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.2879,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=3.25wps', 'excited+0.25:high activity/loudness active=0.71,rms=-21.6']",امریکن Psychology کے فضر مانے جاتے ہیں اور ویلیم جیمس پر بودھے کا بیئے سر ہم دفتا ہے چاکہ بودھے نے کہاہا کہ آتما نہیں چیتنا کی قپروا ہے ایسٹی مفکونشیس نے سے یہ بات جیمس نے میں کہیں.
data/final/jV4Pzz0Wz0Y_c0028_s001.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.2879,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=4.07wps', 'excited+0.25:high activity/loudness active=0.75,rms=-19.5']",تو جب سابیث ہوا کہ نہیں ہے تب کا تب دیکھیں گے تب تک کے لی بھی ماننا چاہا ہوں میں مانوں.
data/final/dpbp_jV4Pzz0Wz0Y_c0016_s000.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.2879,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=3.87wps', 'excited+0.25:high activity/loudness active=0.71,rms=-22.9']","जो wait करते हैं उनको बोलते हैं agnostic, अज्ञायवादी। मैं उसी category में आता हूं कि हम wait कर रहे हैं। जब फैसला होगा होगा, तब तक हमारा काम चल रहा है उसके बिना नहीं।"
data/final/jV4Pzz0Wz0Y_c0006_s001.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.2879,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=3.66wps', 'excited+0.25:high activity/loudness active=0.71,rms=-22.3']","کیونکہ اشفر نہیں ہوتا ہے تو اشفر ہے یہ سابیٹ کرنے کی زمیداری یہ Onus of proof, Budden of proof کے اس کے اوپر ہے جو کہتا کہ اشفر ہے."
data/final/jV4Pzz0Wz0Y_c0028_s000.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.2879,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=3.19wps', 'excited+0.25:high activity/loudness active=0.71,rms=-22.2']",اُس نے کہ بھا منا وگیان کا پروفیسر بھی ہوں وگیارتے بھی ہوں اور میں مانتاوں کی ایشفر کو مان لینے سے سکون شانتی وینامدتہ زیادہ ہوتی ہے.
data/final/dpbp_9Q7Zl3OI4us_c0034_s001.wav,en-IN,The 3 Myths of the Indian Education System,sarcastic,sarcastic,expressive,0.2955,0.4,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'sarcastic+0.9:source emotion hint=sarcastic', 'happy+0.35:1 transcript/source keyword hits', 'formal+0.7:2 transcript/source keyword hits', 'concerned+0.35:1 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits']","kids in an education system which is actively holding them at bay. Because I don't know about you, I would like to live in a future. A future where I walk into a class and I ask them, so how many of you woke up today morning and decided to learn something new? And instead of five hands going up, I'd like to have at least six hands going up. Thank you."
data/final/9Q7Zl3OI4us_c0021_s000.wav,en-IN,The 3 Myths of the Indian Education System,sarcastic,sarcastic,expressive,0.3028,0.55,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'sarcastic+0.9:source emotion hint=sarcastic', 'happy+0.35:1 transcript/source keyword hits', 'formal+1.05:3 transcript/source keyword hits', 'concerned+0.7:2 transcript/source keyword hits', 'sarcastic+0.7:2 transcript/source keyword hits']","And two, this is a question a lot of people ask, why am I studying differentiation? Why am I studying integration? What is the point of this? So, but that's the thing with our syllabus. Unless a teacher tells you, you're not going to find out what it's used for. Ask any student whether they fully understand why they are studying, what they're studying. They really don't know. In most of them, at least, unless, like I said, or, and this is a day and age when you can access anything on the internet, as clearly shown."
data/final/9Q7Zl3OI4us_c0009_s000.wav,en-IN,The 3 Myths of the Indian Education System,sarcastic,sarcastic,expressive,0.3059,0.4,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'sarcastic+0.9:source emotion hint=sarcastic', 'happy+0.35:1 transcript/source keyword hits', 'excited+0.35:1 transcript/source keyword hits', 'formal+0.7:2 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits']","But these three myths are supposed to are there so that I can change your perspective on a few things and maybe together we can all figure out what is the point of the education system in India. So to understand the Indian education system we must go way back to its origins, way back to the early 1800s, back in England when the industrial revolution was in full swing."
data/final/jV4Pzz0Wz0Y_c0037_s001.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.3115,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=3.27wps']","جو تارکی کے وقتی ہوگا چھاہو آستکھ ہو, چھاہی ناستکھ ہو وہ یہ مان کے جلے گا کہ انت میں کچھ اور سابیت ہوزک پہ ہے اور اتنا آپن مینجد ہوگا کہ کچھ اور سابیت ہوگا تو مان لیں گے تبتا کس فشفاؤس کے ساتھ چلے میں کوئی بھرائی گئی."
data/final/jV4Pzz0Wz0Y_c0028_s002.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.3115,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=3.03wps']",ایسے لوگ بھی اپن کو ایلو جکل نہیں کہیسکتے ہیں تو لوگکل بھیکتی ایسا نہیں ہوتا کہ ریدیکل ایثیست ہوگا یا ریدیکل ایثیست ہوگا بیچ کی بہت سیٹھی ہوا سکتی ہیں ایگنوستیسیزا مجھے لگتا کہ سب سے چھے چھے چھے چھے چھے پریکٹکل اور صفٹ شیزم جو میں آپ کو بتایں انہوں کا.
data/final/jV4Pzz0Wz0Y_c0010_s000.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.3115,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=3.33wps']",लेकिन 1 logical imagination के रूप में यह मानना बहुत अजीब नहीं है कि इस पूरे संसार के पीछे कोई परम शक्ति हो सकती है। होनी चाहिए।
data/final/dpbp_jV4Pzz0Wz0Y_c0012_s000.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.3115,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=3.77wps']","और जिन लोगों ने ईश्वर को साबित करने की कोशिश की है, मैंने उनके प्रमाण पढ़ लिए, उनके arguments पढ़ लिए, वो भी बहुत meaningful है नहीं।"
data/final/jV4Pzz0Wz0Y_c0027_s001.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.3115,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=5.29wps']","تو پھر میں کیا دیکھوں گa, کو پرگمٹیک فیلوز فیلوز فیلوز فیلوز پرگمٹیزم کا مطلب ہے کہ جو ویہا بھاریٹ روز سے فیدھے میں ہوسکு مانیں گے."
data/final/dpbp_jV4Pzz0Wz0Y_c0007_s000.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.3188,0.25,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=4.36wps', 'excited+0.25:high activity/loudness active=0.72,rms=-22.8', 'concerned+0.15:question punctuation']",जो कहता है कि नहीं है उसके ऊपर तो burden और proof नहीं आना चाहिए। मसलन अगर मैं आपसे कहूं कि आपके और मेरे बीच में लाल प्रकाश की रेखा है कि आपको दिख रही है? आप कहेंगे नहीं दिख रही है। और अगर मैं कहूं कि मुझे दिख रही है?
data/final/sKvMxZ284AA_c0019_s001.wav,en-IN,How SHE became an IAS officer,concerned,concerned,expressive,0.321,0.4,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=earnest', 'angry+0.35:1 transcript/source keyword hits', 'excited+0.35:1 transcript/source keyword hits', 'formal+0.35:1 transcript/source keyword hits', 'concerned+0.35:1 transcript/source keyword hits']","You know, I cried. I just wanted to pack my bag and go back to my village, no more higher education, nothing else. The city is not meant for me. This college is not meant for me. These people are not meant for me. I call my parents that day. That day they played the role of Jamavant. The role that Jamavant played for Hanumanah, reminding him all of his great powers that no, you can fight, no, you can fly. They told me that, okay, you come back."
data/final/dpbp_jV4Pzz0Wz0Y_c0030_s000.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.322,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.25:high activity/loudness active=0.73,rms=-22.9']","तो ईश्वर की धारणाओं में 1 होती है सगुण धारणा, 1 निर्गुण धारणा होती है।"
data/final/dpbp_9Q7Zl3OI4us_c0016_s000.wav,en-IN,The 3 Myths of the Indian Education System,sarcastic,sarcastic,expressive,0.3333,0.4,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'sarcastic+0.9:source emotion hint=sarcastic', 'happy+0.35:1 transcript/source keyword hits', 'formal+0.7:2 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.14wps']","I'm not good with mathematics. I'm not. It's I had a lot of friends who are unfortunately good with mathematics. But then in mathematics every class I sat through, we had teachers who came and told us, you're going to need this in your real life. Ladies and gentlemen, let me introduce to you calculus."
data/final/dpbp_9Q7Zl3OI4us_c0007_s001.wav,en-IN,The 3 Myths of the Indian Education System,sarcastic,sarcastic,expressive,0.3333,0.4,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'sarcastic+0.9:source emotion hint=sarcastic', 'happy+0.35:1 transcript/source keyword hits', 'excited+0.35:1 transcript/source keyword hits', 'formal+0.7:2 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits']","students, teachers, educators, facilitators, you name it. But then, think about it. The best in India, the people who achieve things, you have Nobel laureates, you have athletes even in education, they are the best despite the education system and not because of it."
data/final/dpbp_jV4Pzz0Wz0Y_c0034_s001.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,formal,formal,0.3429,0.05,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'formal+0.35:1 transcript/source keyword hits', 'concerned+0.2:slow speech_rate=0.61wps', 'excited+0.25:high activity/loudness active=0.71,rms=-23.0']",में आपके प्रश्न का जवाब यह है।
data/final/jV4Pzz0Wz0Y_c0034_s000.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.3438,0.25,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'excited+0.35:fast speech_rate=3.71wps', 'concerned+0.15:question punctuation']","நرگوں نے ایشفا ریلوجی کے لیکن کنسستنٹ, اسو خارج کرنا بڑا بشکے لیکن آپ کوش بتائیں نہیں رہسک میں کیا ہے? نیتی نیتی کہیں کہ وہ ایسا بھی نہیں ہے, بیسا بھی نہیں ہے آپ کوش بتائیں گے تو فنزیں گے ایکن آپ نیتی نیتی کے ماتجم سے آپ اس کو انڈسکری بیبل بتا رہے ہیں."
data/final/sKvMxZ284AA_c0019_s000.wav,en-IN,How SHE became an IAS officer,concerned,concerned,expressive,0.3452,0.55,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=earnest', 'formal+0.7:2 transcript/source keyword hits', 'concerned+0.35:1 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.69wps']","teacher came to me and he said, have you really completed your 12th? Have you really passed it? You cannot answer this very basic question of physics. Only I knew how much I love physics. I am not answering this, not because I do not know physics. It is because I do not know English. But this all was going on in my mind only. I was not able to speak anything. Well, I came back to my room and I wept."
data/final/dpbp_Ju9ONXG-KdA_c0005_s000.wav,en-IN,Courage to begin,concerned,excited,expressive,0.3505,0.05,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=concerned', 'excited+0.9:source emotion hint=excited', 'sad+0.35:1 transcript/source keyword hits', 'excited+0.35:1 transcript/source keyword hits', 'concerned+0.7:2 transcript/source keyword hits']","somehow I got the government job, but today I face many difficulties in documentations, when I have to communicate with people, I have to take help of others. I don't want the same thing happen with you. The child was small, somehow he was not able to understand the entire context, but he was able to feel the pain."
data/final/dpbp_9Q7Zl3OI4us_c0014_s001.wav,en-IN,The 3 Myths of the Indian Education System,sarcastic,sarcastic,expressive,0.3514,0.4,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'sarcastic+0.9:source emotion hint=sarcastic', 'happy+0.35:1 transcript/source keyword hits', 'formal+0.7:2 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits', 'concerned+0.15:question punctuation']",of learning but that's not what Macaulay wanted. He wanted education to have a purpose. And he said it should be utilitarian and back then the East India Company needed clerks. They needed people to sit at a desk do as they're told without getting too creative. Sounds familiar does it not?
data/final/9Q7Zl3OI4us_c0025_s000.wav,en-IN,The 3 Myths of the Indian Education System,sarcastic,sarcastic,expressive,0.3514,0.4,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'sarcastic+0.9:source emotion hint=sarcastic', 'happy+0.35:1 transcript/source keyword hits', 'formal+0.7:2 transcript/source keyword hits', 'sarcastic+0.35:1 transcript/source keyword hits', 'concerned+0.15:question punctuation']","So, and also having a syllabus-based kind of thing revolving around that has its issues as well. What is being taught? Which brings us to our second myth, art is not important. So again, let me set up a hypothetical scenario. Let's go back thousands of years back to the era of Stone Age, of cavemen and two mothers I am meeting."
data/final/jV4Pzz0Wz0Y_c0033_s000.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.3519,0.1,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful']",سگن اور ساکار دوالغ لگ باتے ہیں سگن اشفر ساکار ہو بھی سکتے ہیں سگن نراکار بھی سکتے ہیں اسلام میں اللہ ایسایت میں God یا ہو دی میں جا ہوے سگن نراکار اشفر کے او دارے سگنہ وہ بھی.
data/final/jV4Pzz0Wz0Y_c0031_s000.wav,hi-IN,Vikas Divyakirti | Drishtikon,concerned,concerned,formal,0.3562,0.45,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'concerned+0.9:source emotion hint=thoughtful', 'concerned+0.35:1 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.75wps', 'excited+0.25:high activity/loudness active=0.70,rms=-21.6']","सगुण धारणा दिल को बहुत सुकून देती है क्योंकि आपको ईश्वर का चेहरा दिखता है। ईश्वर शक्तिशाली है, ईश्वर दयालु है। आप परेशान होंगे तो प्रार्थना करेंगे, वह आपको help करेगा, यह सब feelings आती है। तो emotively बहुत support करता है।"
data/final/dpbp_a7TJzv_1icU_c0020_s000.wav,hi-IN,Heart Anatomy,excited,formal,formal,0.3725,0.45,True,"['neutral+0.35:default prior', 'formal+0.8:source register=formal', 'neutral+0.25:source emotion hint=neutral', 'excited+0.9:source emotion hint=excited', 'formal+1.05:3 transcript/source keyword hits', 'concerned+0.7:2 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.51wps', 'excited+0.15:high peak=-0.2dBFS']",अब बताइए ये तो आ गया आपका नीलय में sorry अलिंद में किस side वाले left side वाले अलिंद में आ गया। जब ये left side वाले अलिंद में आएगा तो ये इसको क्या करेगा नीचे गिरा देगा जैसे आप देखिए ना मान लीजिए ये marker है। और ये मेरे इस पे है तो इसको छोड़ेंगे ऐसे नीचे गिर गया यहां पे क्योंकि valve ये किधर खुल रहा है?
data/final/dpbp_pyVLK891zrE_c0024_s000.wav,hi-IN,Do It Yourself,neutral,neutral,conversational,0.377,0.25,True,"['neutral+0.35:default prior', 'neutral+0.25:source register=conversational', 'neutral+0.25:source emotion hint=neutral', 'neutral+0.25:source emotion hint=calm', 'excited+0.35:1 transcript/source keyword hits', 'concerned+0.7:2 transcript/source keyword hits', 'excited+0.35:fast speech_rate=3.13wps', 'concerned+0.15:question punctuation']","और तब मैंने खोजा कि मैं 1 लेखक हो सकता हूं। मैंने UPSC की तैयारी के दौरान देश दुनिया को पढ़ा, सामाजिक समस्याओं को पढ़ा, आर्थिक नीतियों को पढ़ा, उसका विश्लेषण करता हूं, उसको लिखता हूं। तो मैं मैं कहानियां क्यों नहीं लिख सकता हूं? और मैंने 1 कहानी लिखी UPSC के ही तैयारी करने वाले लोगों की जिंदगी पर Dark Horse नाम की। और यहां से मेरा अलग तरह का संघर्ष शुरू हुआ कि मैंने जब किताब लिख ली मात्र 9 दिनों में, मुझे इतनी हड़बड़ी थी कुछ हो जाने की।"
