review_id,clip_id,language,duration_s,emotion,style,emotion_review_required,ecapa_similarity,snr_db,source_title,source_url,transcript,final_audio_url,raw_before_audio_url
R11,a7TJzv_1icU_c0019_s002,hi-IN,26.3,formal,authoritative,False,0.9598733186721802,29.165975256947373,Heart Anatomy,https://www.youtube.com/watch?v=a7TJzv_1icU,جو ہیڑھے میں بلٹ ہوتا ہے وہ کیا سیاتا ہے تو دیکھئے سریری سے جو بلٹ لیاتا ہے ہے نہ کہا یعنی سیرا لیکی ہوتا ہے اس بلٹ میں عکسیجن نہیں ہوتا ہے جیس بلٹ میں عکسیجن نہیں ہوتا ہے اسے ہم لو بلو کلور سے دیکھاتے نیلے رنگ سے تو چلی ہم نیلے رنگ کے مارکر کا پریوک کر رہے ایدھر سے بلٹ آیا ایدھر سے بلٹ آیا اب آپ بتایای اس بلٹ کو جانی کا کیول ایک ایر افتاکی یہاں سے بلٹ آ جائے گئے اس میں.,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/a7TJzv_1icU_c0019_s002.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/a7TJzv_1icU_c0019_s002_raw.wav?download=true
R12,a7TJzv_1icU_c0023_s010,hi-IN,28.4,formal,authoritative,False,0.9213405251502991,32.346469883840946,Heart Anatomy,https://www.youtube.com/watch?v=a7TJzv_1icU,"بھائیہ آلیند دوسرا ہو گیا, بھائیہ نہیں لیتین ہو گیا, تیکیدھر سے بھی ہو گیا ہی سے آنے کا, پہیاں دیکھے دیاں سے, اور اگر بھائری ناس کو بھی لیجے گیا, تو چاکھ تھوی دار ہو جائے گیا, چاکھ تھوی دار ہو جائے گیا, تو دیرے دیرے ہمسان کیا بڑھا رہا ہے, پہلے آپ کو چاکھ چیمبر بتائیں, پھر چھے راستے بتائیں, اب آٹھ راستا دیکھیا, پہلا راستا, مہا سیرا, یا سبولڈ ہے محاسیرا پہلا داہینہ علیند دوسرا.",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/a7TJzv_1icU_c0023_s010.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/a7TJzv_1icU_c0023_s010_raw.wav?download=true
R13,dpbp_pyVLK891zrE_c0024_s000,hi-IN,29.44,neutral,conversational,True,0.9745281934738159,33.3992117530105,Do It Yourself,https://www.youtube.com/watch?v=pyVLK891zrE,"और तब मैंने खोजा कि मैं 1 लेखक हो सकता हूं। मैंने UPSC की तैयारी के दौरान देश दुनिया को पढ़ा, सामाजिक समस्याओं को पढ़ा, आर्थिक नीतियों को पढ़ा, उसका विश्लेषण करता हूं, उसको लिखता हूं। तो मैं मैं कहानियां क्यों नहीं लिख सकता हूं? और मैंने 1 कहानी लिखी UPSC के ही तैयारी करने वाले लोगों की जिंदगी पर Dark Horse नाम की। और यहां से मेरा अलग तरह का संघर्ष शुरू हुआ कि मैंने जब किताब लिख ली मात्र 9 दिनों में, मुझे इतनी हड़बड़ी थी कुछ हो जाने की।",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/dpbp_pyVLK891zrE_c0024_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/dpbp_pyVLK891zrE_c0024_s000_raw.wav?download=true
R14,dpbp_pyVLK891zrE_c0040_s000,hi-IN,28.38,neutral,conversational,True,0.9654945731163025,35.96957224280066,Do It Yourself,https://www.youtube.com/watch?v=pyVLK891zrE,"यहां से हम लोग को ये सोचना होगा कि हमें अपनी यात्रा सजग होकर धैर्य के साथ करनी है और ये बिल्कुल नहीं सोचना है क्योंकि आपके आसपास जरूरी नहीं है कि वैसे ही लोग हो जो आपको प्रोत्साहित करें। कई बार अब तो social media का दौर है। हर एक post, हर एक विचार के बाद हतोत्साहित करने वालों की एक फौज है लेकिन प्रोत्साहित करने वालों का भी एक समूह है। ऐसे समय में जहां सब कुछ अराजक दिखता है, यहां सुख और उत्सव भी अराजक दिखता है।",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/dpbp_pyVLK891zrE_c0040_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/dpbp_pyVLK891zrE_c0040_s000_raw.wav?download=true
R15,DafERYOvxEw_c0025_s003,hi-IN,5.56,concerned,formal,False,0.856330931186676,44.25141400115764,कैसे अपनी ज़िंदगी को बेहतर बनाएँ,https://www.youtube.com/watch?v=DafERYOvxEw,و جس نے اپنے کیڈیوڑی کو ہی ماردیا صرف وہ باد مشین سلکا ہے کہ انسان.,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/DafERYOvxEw_c0025_s003.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/DafERYOvxEw_c0025_s003_raw.wav?download=true
R16,DafERYOvxEw_c0034_s000,hi-IN,10.7,concerned,formal,False,0.870120108127594,41.59913111236523,कैसे अपनी ज़िंदगी को बेहतर बनाएँ,https://www.youtube.com/watch?v=DafERYOvxEw,انسان کو انسان بنے رہےنے کے لیکن سے کم دو دین ایسے رشتے چاہی ہوتی جہا وہ پوری طرح سے صحاج بھو کرنا ایسے جہاں اس کو پڑا نہ لگا نہ پڑے.,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/DafERYOvxEw_c0034_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/DafERYOvxEw_c0034_s000_raw.wav?download=true
R17,pyVLK891zrE_c0032_s000,hi-IN,23.4,neutral,conversational,False,0.8766603469848633,34.294826487379446,Do It Yourself,https://www.youtube.com/watch?v=pyVLK891zrE,"¡Where are you folks? کی deal yet? How do you feel, how are you feeling? Did you see that gap? You can talk about the happiness of your relative. I was slvär to death. I nodded into it and did some of the เฮ YATRA from the back? My parents reasoned me.. because my mother would appeared without her.",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/pyVLK891zrE_c0032_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/pyVLK891zrE_c0032_s000_raw.wav?download=true
R18,dpbp_pyVLK891zrE_c0010_s000,hi-IN,16.82,neutral,conversational,False,0.8776015043258667,37.366252118202496,Do It Yourself,https://www.youtube.com/watch?v=pyVLK891zrE,और अगर पहले बन गए तो बाद में कर लेना लेकिन पढ़ना NCERT एक बार। मनोरमा Year Book एक बार पढ़ना जरूर। है ना? तो मेरा भी वही था। मैं भी घर से जब BA हो गया रांची संजीवस कॉलेज से उसके बाद मैंने पूछा घर वाले से क्या? उन्होंने कहा पूछना क्या है निकलो।,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/dpbp_pyVLK891zrE_c0010_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/dpbp_pyVLK891zrE_c0010_s000_raw.wav?download=true
R19,pyVLK891zrE_c0026_s000,hi-IN,18.9,neutral,conversational,False,0.8803155422210693,33.69151681469754,Do It Yourself,https://www.youtube.com/watch?v=pyVLK891zrE,پکھنے اور تپنے میں انتر ہے ہم سفضابالیوں کے ہیر فیر میں کئیوار جندگی کا راستائے دوروڑر کر دیتے ہیں مجھے پتا چلگی آئی پکھنا نہیں تپنا ہے جو تپے گا وہ دمکے گا وہ چھمکے گا اور جو پکے گا وہ چوص لیا جا گا جس لیکھ تپنے پر دھانگی جے گا اور سندھ ہرس میں جو کتاب ہوتا ہے وہ آپ کو تپاتا ہے.,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/pyVLK891zrE_c0026_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/pyVLK891zrE_c0026_s000_raw.wav?download=true
R20,dpbp_DafERYOvxEw_c0046_s000,hi-IN,14.8,concerned,formal,True,0.8934409022331238,42.7375314714847,कैसे अपनी ज़िंदगी को बेहतर बनाएँ,https://www.youtube.com/watch?v=DafERYOvxEw,"अगर वो नहीं मिलता time, तो घर पे या office पे कुछ आधा घंटा निकालिए, कागज pen लेके बैठिए, कुछ points note कीजिए और रोज सोचिए कि आज का दिन मेरी जिंदगी को किस तरह से contribute करता है, अगर करता है या नहीं करता।",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/dpbp_DafERYOvxEw_c0046_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/dpbp_DafERYOvxEw_c0046_s000_raw.wav?download=true
R21,Ju9ONXG-KdA_c0018_s000,en-IN,28.6,excited,expressive,True,0.9809083342552185,54.0272781046794,Courage to begin,https://www.youtube.com/watch?v=Ju9ONXG-KdA,"English is not only about learning grammar, vocabulary or watching random videos on YouTube. If you are doing that, then let me tell you you are doing the wrong thing. English is the game of mindset plus skill set. Now, what is the mindset? The theme of our today's talk, courage to begin, because courage is always important than content. Yes or no, All of you, you have to create that mindset.",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/Ju9ONXG-KdA_c0018_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/Ju9ONXG-KdA_c0018_s000_raw.wav?download=true
R22,dpbp_9Q7Zl3OI4us_c0034_s001,en-IN,23.38,sarcastic,expressive,True,0.9487510323524475,40.86008782364944,The 3 Myths of the Indian Education System,https://www.youtube.com/watch?v=9Q7Zl3OI4us,"kids in an education system which is actively holding them at bay. Because I don't know about you, I would like to live in a future. A future where I walk into a class and I ask them, so how many of you woke up today morning and decided to learn something new? And instead of five hands going up, I'd like to have at least six hands going up. Thank you.",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/dpbp_9Q7Zl3OI4us_c0034_s001.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/dpbp_9Q7Zl3OI4us_c0034_s001_raw.wav?download=true
R23,9Q7Zl3OI4us_c0007_s000,en-IN,26.1,sarcastic,expressive,True,0.9715206623077393,38.515734048901756,The 3 Myths of the Indian Education System,https://www.youtube.com/watch?v=9Q7Zl3OI4us,"But then what else is education good for? And I got my answer, a lot of people say this, it is to create the best minds in their respective fields. So, and I think that's not far from the truth. I had an opportunity to speak to Dr. Jan C. James. She's the former Vice-Chancellor of Mahatma Gandhi University. She said, and I quote, the best in India will always be the best in the world when it comes to education.",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/9Q7Zl3OI4us_c0007_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/9Q7Zl3OI4us_c0007_s000_raw.wav?download=true
R24,9Q7Zl3OI4us_c0021_s000,en-IN,29.7,sarcastic,expressive,True,0.9707288146018982,38.742088906923854,The 3 Myths of the Indian Education System,https://www.youtube.com/watch?v=9Q7Zl3OI4us,"And two, this is a question a lot of people ask, why am I studying differentiation? Why am I studying integration? What is the point of this? So, but that's the thing with our syllabus. Unless a teacher tells you, you're not going to find out what it's used for. Ask any student whether they fully understand why they are studying, what they're studying. They really don't know. In most of them, at least, unless, like I said, or, and this is a day and age when you can access anything on the internet, as clearly shown.",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/9Q7Zl3OI4us_c0021_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/9Q7Zl3OI4us_c0021_s000_raw.wav?download=true
R25,9Q7Zl3OI4us_c0021_s001,en-IN,26.3,sarcastic,expressive,True,0.9494704008102417,39.44330765823979,The 3 Myths of the Indian Education System,https://www.youtube.com/watch?v=9Q7Zl3OI4us,"But then, yes, I'm not, don't get me wrong. I do believe that memorizing a few things is important because that's what education system is about, right? Memorizing. It's not about understanding. It's about how good you remember things. Well, then that has its disadvantage as well. Just memorizing and not fully understanding. So for this, I have to tell you a bit about my college. So I teach in an engineering college. An engineering is a four-year undergraduate degree.",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/9Q7Zl3OI4us_c0021_s001.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/9Q7Zl3OI4us_c0021_s001_raw.wav?download=true
R26,9Q7Zl3OI4us_c0029_s000,en-IN,28.6,sarcastic,expressive,True,0.9459391236305237,40.812392475603815,The 3 Myths of the Indian Education System,https://www.youtube.com/watch?v=9Q7Zl3OI4us,"So, it's about making a mistake. And then learning from it and making another mistake and then learning from that and so on and so forth until maybe if you get it right. Without any formal education in arts, the kids won't have anywhere to go. In fact, I have a student. I have a student who in order to impress a girl in his class learned a song in the shortest duration of time. That is how creative kids can get. depending on rewards of course.",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/9Q7Zl3OI4us_c0029_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/9Q7Zl3OI4us_c0029_s000_raw.wav?download=true
R27,B9dm0PC0_b8_c0023_s000,en-IN,29.0,neutral,conversational,True,0.9715620279312134,44.04333535962266,Broken English,https://www.youtube.com/watch?v=B9dm0PC0_b8,"The truth is, there are no superheroes. There's just us. We are the ones that we have been waiting for. So the third and final lesson that I'd love to share with you is that there are critical moments in your life where you have to make a decision about who you are. And in those moments, let your heart guide you. It was 2012. I had graduated from Stanford. I had an offer to join McKinsey and Company, which was a dream job for any Stanford graduate.",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/B9dm0PC0_b8_c0023_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/B9dm0PC0_b8_c0023_s000_raw.wav?download=true
R28,Ju9ONXG-KdA_c0004_s000,en-IN,28.6,concerned,expressive,True,0.9616507291793823,55.50401162545028,Courage to begin,https://www.youtube.com/watch?v=Ju9ONXG-KdA,"His child often seen him talking and saying to his colleagues, my son, full in English, my son, full in English. One day that child curiously asked, Papa, why do you say this again and again? Don't you know I am a student of Gujarati medium? Even there is no any English medium school in the entire Thaisil. How could you say that?",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/Ju9ONXG-KdA_c0004_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/Ju9ONXG-KdA_c0004_s000_raw.wav?download=true
R29,Ju9ONXG-KdA_c0013_s002,en-IN,28.1,excited,expressive,False,0.9365576505661011,54.22587228662064,Courage to begin,https://www.youtube.com/watch?v=Ju9ONXG-KdA,"So I joined him in his institute. I started to work part time. And in that period, around about five to six years, I have read a lot of books. I have read more than 50 plus autobiographies. I have read many self-help books. And I have taught all the standard of students for second, third, fourth, fifth, sixth, seventh, eighth, ninth, ninth, and 11, 12 science, physics, everything, okay. And...",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/Ju9ONXG-KdA_c0013_s002.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/Ju9ONXG-KdA_c0013_s002_raw.wav?download=true
R30,Ju9ONXG-KdA_c0014_s001,en-IN,26.6,excited,expressive,True,0.9481908679008484,55.0217630991382,Courage to begin,https://www.youtube.com/watch?v=Ju9ONXG-KdA,"But in just two years, the thing is that when the pandemic came, me and my brother, we were worthless. Because in that situation, the education field, it was totally, I would say, a disaster at that time. Okay. I was not able to take my offline sessions. We were not able to take our courses in our institute, the school was closed. And, I remember 21st April.",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/Ju9ONXG-KdA_c0014_s001.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/Ju9ONXG-KdA_c0014_s001_raw.wav?download=true
R31,Ju9ONXG-KdA_c0016_s005,en-IN,26.7,excited,expressive,True,0.9241951107978821,55.52868136449267,Courage to begin,https://www.youtube.com/watch?v=Ju9ONXG-KdA,"My dear friends, for some people, English is piece of cake, it is just a language, but I am telling you, for many of the people, it is not the same. English causes insults because of English people don't get the job hikes, because of English people live in that under-confident state and I decided.",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/Ju9ONXG-KdA_c0016_s005.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/Ju9ONXG-KdA_c0016_s005_raw.wav?download=true
R32,SAc_Z4qAs3E_c0007_s000,en-IN,29.6,formal,authoritative,False,0.9376415014266968,40.64343089750502,Be the CEO of your own life,https://www.youtube.com/watch?v=SAc_Z4qAs3E,"Our instructor told me in a crisp tone, Sani Alji, Yaabe Mahilao ke liya laksa training nehi hoti. Meaning that I had to do every single bit of activity which my other male colleagues had to do. Well, fair enough. And so it began. Rackling down hills, riding horses, handling guns, lobbing grenades. But by God it was not easy.",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/SAc_Z4qAs3E_c0007_s000.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/SAc_Z4qAs3E_c0007_s000_raw.wav?download=true
R33,XSXq8CRKAtQ_c0001_s003,en-IN,26.7,formal,authoritative,True,0.9373503923416138,28.236127516937245,Geography NCERT,https://www.youtube.com/watch?v=XSXq8CRKAtQ,"Geo means earth and graphose means description, so it is the description of earth that we are trying to understand in geography. Now geography has many disciplines like natural science and social science. Under natural sciences we have geology, pedology, oceanography, botany, zoology, meteorology etc. And under social science we have economics, history, sociology, political science, anthropology etc.",https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/XSXq8CRKAtQ_c0001_s003.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/XSXq8CRKAtQ_c0001_s003_raw.wav?download=true
R34,XSXq8CRKAtQ_c0002_s011,en-IN,27.2,formal,authoritative,True,0.9106830358505249,29.599898897168867,Geography NCERT,https://www.youtube.com/watch?v=XSXq8CRKAtQ,So this is the physical aspect of geography and here is the human aspect of geography. Now there is this another branch called biogeography. So in this we are basically talking about plant and animal geography. So in other words we call it as botany and zoology. Now the interesting part about this is that biogeography lies in between physical and human geography. It's like an interface. And one of the reason that you can think of it is.,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/final/XSXq8CRKAtQ_c0002_s011.wav?download=true,https://huggingface.co/datasets/Rushabh3/sarvam-indian-tts-60min/resolve/main/review_form_37/raw/XSXq8CRKAtQ_c0002_s011_raw.wav?download=true
