id,wav_path,language,split,duration_seconds,actual_duration_s,sample_rate,channels,bit_depth,snr_db,ecapa_similarity,rms_dbfs,peak_dbfs,clipping_pct,active_ratio,devanagari_ratio,latin_ratio,emotion,style,source_speaker_name,source_title,source_channel,source_url,text,flags,flag_count
dpbp_D-_0I5zTFgo_c0030_s000,extracted_wav/hindi_train/hindi_train_00011.wav,hi-IN,train,7.039083333333333,7.039083333333333,24000,1,16,20.244927394180607,0.9073959589004517,-23.41372173033031,-3.02623712594233,0.0,0.042735042735042736,0.0,1.0,happy,formal,Manoj Bajpayee,Manoj Bajpayee NSD Days Monologue,Unknown,https://www.youtube.com/watch?v=D-_0I5zTFgo,"On behalf of Ralph and the team at Jaguar Land Rover who are truly the deserving recipients of this award, but.",language_mismatch_hi_label_mostly_latin;likely_read_or_voiceover_source;too_much_silence_or_low_activity,3
dpbp_D-_0I5zTFgo_c0015_s000,extracted_wav/hindi_train/hindi_train_00020.wav,hi-IN,train,6.879125,6.879125,24000,1,16,22.598133790970074,0.8768995404243469,-24.321899356812846,-2.9745642240493178,0.0,0.16593886462882096,0.0,1.0,concerned,conversational,Manoj Bajpayee,Manoj Bajpayee NSD Days Monologue,Unknown,https://www.youtube.com/watch?v=D-_0I5zTFgo,"My friends sort of distance themselves from me by saying, what are you going to do with this?",language_mismatch_hi_label_mostly_latin;likely_read_or_voiceover_source;too_much_silence_or_low_activity,3
dpbp_D-_0I5zTFgo_c0019_s000,extracted_wav/hindi_train/hindi_train_00028.wav,hi-IN,train,5.958958333333333,5.958958333333333,24000,1,16,20.662810641094488,0.8745887875556946,-22.511629095534357,-2.1204813257654913,0.0,0.07575757575757576,0.0,1.0,neutral,conversational,Manoj Bajpayee,Manoj Bajpayee NSD Days Monologue,Unknown,https://www.youtube.com/watch?v=D-_0I5zTFgo,My first meeting with the workers at Coventry and Jaguar Land Rover.,language_mismatch_hi_label_mostly_latin;likely_read_or_voiceover_source;too_much_silence_or_low_activity,3
tbnzAVRZ9Xc_c0016_s000,extracted_wav/hindi_train/hindi_train_00050.wav,hi-IN,train,9.1,9.1,24000,1,16,24.694153876729782,0.8312457799911499,-23.66852364517712,-5.948272075175459,0.0,0.3234323432343234,0.0,1.0,neutral,conversational,Zakir Khan,Zakir Khan Serious Interview,Unknown,https://www.youtube.com/watch?v=tbnzAVRZ9Xc,"In the acting business, you fail all the time early on in my career. I auditioned for a part in a Broadway musical, perfect role for me I thought, except for the fact that I can't sing.",language_mismatch_hi_label_mostly_latin;weak_speaker_match;too_much_silence_or_low_activity,3
YgmYmIvCnyM_c0006_s000,extracted_wav/hindi_train/hindi_train_00055.wav,hi-IN,train,8.6,8.6,24000,1,16,32.26566813846692,0.8469052910804749,-23.486658896715195,-4.51097946462183,0.0,0.6153846153846154,0.0,1.0,neutral,conversational,Pankaj Tripathi,Pankaj Tripathi Acting Philosophy,Unknown,https://www.youtube.com/watch?v=YgmYmIvCnyM,Right.,language_mismatch_hi_label_mostly_latin;very_short_transcript;weak_speaker_match,3
PGUdWfB8nLg_c0009_s001,extracted_wav/hindi_train/hindi_train_00068.wav,hi-IN,train,4.38,4.38,24000,1,16,26.06576174207695,0.8473379015922546,-23.71044299344951,-8.481287857627006,0.0,0.4520547945205479,0.0,1.0,neutral,conversational,Osho,Osho Hindi Discourse,Osho,https://www.youtube.com/watch?v=PGUdWfB8nLg,but you might not know that until you join student government or the debate team.,language_mismatch_hi_label_mostly_latin;possibly_starts_mid_sentence;weak_speaker_match,3
dpbp_PGUdWfB8nLg_c0005_s000,extracted_wav/hindi_train/hindi_train_00093.wav,hi-IN,train,5.278958333333334,5.278958333333334,24000,1,16,25.342657170578352,0.8443926572799683,-23.671338544209814,-8.548404342340083,0.0,0.38285714285714284,0.0,1.0,happy,conversational,Osho,Osho Hindi Discourse,Osho,https://www.youtube.com/watch?v=PGUdWfB8nLg,I got a lot of second chances and I have the opportunity to go to college and law school and follow my dreams.,language_mismatch_hi_label_mostly_latin;weak_speaker_match;too_much_silence_or_low_activity,3
dpbp_PGUdWfB8nLg_c0053_s000,extracted_wav/hindi_train/hindi_train_00099.wav,hi-IN,train,9.31925,9.31925,24000,1,16,27.13000336045907,0.8262549042701721,-22.4634292973714,-6.477184171610146,0.0,0.432258064516129,0.0,1.0,neutral,expressive,Osho,Osho Hindi Discourse,Osho,https://www.youtube.com/watch?v=PGUdWfB8nLg,"Asking for help isn't a sign of weakness, it's a sign of strength. Because it shows you have the courage to admit when you don't know something, and that then allows you to learn something new.",language_mismatch_hi_label_mostly_latin;weak_speaker_match;too_much_silence_or_low_activity,3
2MAAD24kyBY_c0005_s003,extracted_wav/english_train/english_train_00010.wav,en-IN,train,27.1,27.1,24000,1,16,28.23279980857158,0.9317651987075806,-22.776513540527894,-4.118524506132091,0.0,0.5492801771871539,0.0,1.0,neutral,conversational,Sadhguru,Sadhguru Motivation Monologue,Sadhguru,https://www.youtube.com/watch?v=2MAAD24kyBY,all the all the mediums together I think. Our video views are five point six billion. The world's population is eight point four. No no this is not all unique views. This is the number of views. Unique viewers are approximately one point six to one point seven billion. It's about quarter of the adult population. But my time is running out and I am only twenty five percent. Don't I be scared?,possibly_starts_mid_sentence;likely_read_or_voiceover_source,2
RVkqvpyrGr4_c0000_s000,extracted_wav/english_train/english_train_00017.wav,en-IN,train,25.7,25.7,24000,1,16,56.953847839201224,0.9417415857315063,-22.52799181891147,-5.927792050217132,0.0,0.735981308411215,0.0,1.0,neutral,conversational,Priyanka Chopra,Priyanka Chopra Ranveer Show,Ranveer Show,https://www.youtube.com/watch?v=RVkqvpyrGr4,with this whole journey. Hmm,possibly_starts_mid_sentence;possibly_ends_mid_sentence,2
X_wIPNnBx6w_c0001_s003,extracted_wav/english_train/english_train_00019.wav,en-IN,train,28.3,28.3,24000,1,16,66.35965952029429,0.9151407480239868,-23.05974696334369,-4.959462676513381,0.0,0.7051961823966065,1.0,0.0,neutral,conversational,Jay Shetty,Jay Shetty Solo Podcast Intro,Jay Shetty,https://www.youtube.com/watch?v=X_wIPNnBx6w,"दूसरे दिन भी नहीं। पहले हफ्ते भी शायद कोई बड़ा बदलाव नजर ना आए। लेकिन एक महीने बाद, तीन महीने बाद, छह महीने बाद, आप देखेंगे कि आपने कितना कुछ सीख लिया, कितना कुछ बना लिया, कितना कुछ हासिल कर लिया। जो लोग बड़े-बड़े काम करते हैं, वो एक दिन में नहीं करते, वो हर दिन थोड़ा-थोड़ा करते हैं, कंसिस्टेंटली, धैर्य के साथ, बिना किसी बड़े ड्रामा के, एक घंटा रोज, यही उनका राज़ होता है।",language_mismatch_en_label_has_devanagari;likely_read_or_voiceover_source,2
X_wIPNnBx6w_c0001_s021,extracted_wav/english_train/english_train_00037.wav,en-IN,train,27.9,27.9,24000,1,16,66.66156086962737,0.8784757256507874,-23.42581970111061,-5.180898332511042,0.0,0.6935483870967742,1.0,0.0,neutral,conversational,Jay Shetty,Jay Shetty Solo Podcast Intro,Jay Shetty,https://www.youtube.com/watch?v=X_wIPNnBx6w,"बस ये तय करें कि वो घंटा हर दिन होगा, रेन हो या शाइन, मंडे हो या संडे, अच्छा मूड हो या बुरा, वो घंटा होगा। और जब ये कमिटमेंट बन जाती है, तब मैजिक होना शुरू होता है। धीरे धीरे, चुपचाप, लेकिन बहुत पावरफुली। चैप्टर फोर, द कंपाउंड इफेक्ट ऑफ हैबिट। अल्बर्ट आइंस्टाइन ने कंपाउंड इंटरेस्ट को दुनिया का आठवां अजूबा कहा था।",language_mismatch_en_label_has_devanagari;likely_read_or_voiceover_source,2
dpbp_lSSpvQ1t-YQ_c0031_s002,extracted_wav/english_train/english_train_00041.wav,en-IN,train,16.519708333333334,16.519708333333334,24000,1,16,48.37558460357408,0.9300421476364136,-24.526918536485056,-4.277114462607223,0.0,0.6963636363636364,0.0,1.0,neutral,conversational,Sushant Singh Rajput,Sushant Singh Rajput College Monologue,Unknown,https://www.youtube.com/watch?v=lSSpvQ1t-YQ,"honest, you have done your work so that you're not thinking about all those insinuations, all those spontaneity that people talk about.  so you feel it was a very tricky thing for me and it happened and so I was like, you're a star, man.",possibly_starts_mid_sentence;likely_read_or_voiceover_source,2
2MAAD24kyBY_c0007_s003,extracted_wav/english_train/english_train_00046.wav,en-IN,train,29.8,29.8,24000,1,16,28.470338886893405,0.927462637424469,-23.19481077593002,-4.807380730057187,0.0,0.5438066465256798,0.0,1.0,neutral,expressive,Sadhguru,Sadhguru Motivation Monologue,Sadhguru,https://www.youtube.com/watch?v=2MAAD24kyBY,"So it's my wish that all of you should die as failures, but blissful failures. I am condemned to die a failure, but you will see I will die blissfully. I am saying New Year is a reminder of time. Time is life. Time is space also. This is the only civilization which has recognized this because time and space are not separate in its ultimate existence. Because people don't know how to handle their",possibly_ends_mid_sentence;likely_read_or_voiceover_source,2
X_wIPNnBx6w_c0001_s008,extracted_wav/english_train/english_train_00054.wav,en-IN,train,29.4,29.4,24000,1,16,58.75560357785206,0.9422698020935059,-22.835266890134257,-4.712011051257889,0.0,0.6918367346938775,1.0,0.0,neutral,conversational,Jay Shetty,Jay Shetty Solo Podcast Intro,Jay Shetty,https://www.youtube.com/watch?v=X_wIPNnBx6w,"इस एक घंटे में आप इतना कर सकते हैं जितना एक डिस्ट्रैक्टेड इंसान पूरे दिन में नहीं कर सकता। यही फोकस्ड आवर की असली ताकत है। एक सच्ची बात बताइए खुद से। कल आपने अपने फोन पर कितना समय बिताया? एक घंटा, दो घंटे, तीन घंटे। रिसर्च कहती है कि एक एवरेज इंसान रोज़ चार से छह घंटे अपने फोन पर बिताता है। सोचिए, चार से छह घंटे और उसमें से कितना समय प्रोडक्टिव था?",language_mismatch_en_label_has_devanagari;likely_read_or_voiceover_source,2
dpbp_RVkqvpyrGr4_c0002_s000,extracted_wav/english_train/english_train_00070.wav,en-IN,train,29.899833333333333,29.899833333333333,24000,1,16,49.31329850171143,0.9766273498535156,-22.585558900965218,-4.011859543602931,0.0,0.7379518072289156,0.0,1.0,neutral,conversational,Priyanka Chopra,Priyanka Chopra Ranveer Show,Ranveer Show,https://www.youtube.com/watch?v=RVkqvpyrGr4,"my generation of women changed the trajectory of the next generation of women. My co-actors, female co-actors that fought to be the face on the poster, that fought for agency in the movies that a lot of women didn't get before us, just opened the doors for the generation after us. And I think not just for women, but people, our generation and every generation will always have a prototype that will be better than us. Because we have Yeah because",possibly_starts_mid_sentence;possibly_ends_mid_sentence,2
X_wIPNnBx6w_c0004_s000,extracted_wav/english_train/english_train_00071.wav,en-IN,train,16.2,16.2,24000,1,16,62.54709099209444,0.9006015658378601,-23.826266619984203,-7.497580926535358,0.0,0.6777777777777778,1.0,0.0,concerned,authoritative,Jay Shetty,Jay Shetty Solo Podcast Intro,Jay Shetty,https://www.youtube.com/watch?v=X_wIPNnBx6w,"ये डिसीजन बहुत क्रिटिकल है। क्योंकि अगर आप गलत डायरेक्शन में दौड़ रहे हैं, तो जितनी तेज़ दौड़ोगे, उतना ज़्यादा गलत जगह पहुँचोगे। इसके लिए एक सिंपल एक्सरसाइज़ करें। एक कागज़ लें और तीन सवालों के जवाब लिखें। पहला सवाल।",language_mismatch_en_label_has_devanagari;likely_read_or_voiceover_source,2
dpbp_lSSpvQ1t-YQ_c0017_s001,extracted_wav/english_train/english_train_00075.wav,en-IN,train,27.47975,27.47975,24000,1,16,48.21911590782897,0.9206842184066772,-24.14623352576338,-4.111287505990482,0.0,0.6819672131147541,0.0,1.0,neutral,conversational,Sushant Singh Rajput,Sushant Singh Rajput College Monologue,Unknown,https://www.youtube.com/watch?v=lSSpvQ1t-YQ,"uh, so it's always the effect and then we manufacture the cause after that but not before that. So nobody knows what's gonna happen. So if this is the case, if this is the chaos, let me find a pattern in that. Let me, let me just not care about it and let me be very selfish into thinking that, okay, this is a film. I don't know the director, nobody knows the director, but I like the script, I'll do that.",possibly_starts_mid_sentence;likely_read_or_voiceover_source,2
dpbp_RVkqvpyrGr4_c0012_s000,extracted_wav/english_val/english_val_00007.wav,en-IN,validation,9.859083333333333,9.859083333333333,24000,1,16,60.09194303002835,0.9562185406684875,-22.456308668273365,-5.680116640845738,0.0,0.6737804878048781,0.0,1.0,neutral,conversational,Priyanka Chopra,Priyanka Chopra Ranveer Show,Ranveer Show,https://www.youtube.com/watch?v=RVkqvpyrGr4,what is your message for okay I'm gonna ask you what's your message generally and what's your message for girls and I'm also gonna give you a supplemental point and say that this is not the end of the podcast,possibly_starts_mid_sentence;possibly_ends_mid_sentence,2
dpbp_PGUdWfB8nLg_c0004_s000,extracted_wav/hindi_train/hindi_train_00003.wav,hi-IN,train,11.979583333333334,11.979583333333334,24000,1,16,27.476597651371307,0.9430702328681946,-24.13008469554292,-8.16615658253291,0.0,0.43609022556390975,0.0,1.0,concerned,conversational,Osho,Osho Hindi Discourse,Osho,https://www.youtube.com/watch?v=PGUdWfB8nLg,So I wasn't always as focused in school. And I did some things that I'm not proud of and I got in more trouble than I should have. And my life could have easily taken a turn for the worst.,language_mismatch_hi_label_mostly_latin;too_much_silence_or_low_activity,2
dpbp_RJj7bUflNMM_c0000_s000,extracted_wav/hindi_train/hindi_train_00004.wav,hi-IN,train,13.019875,13.019875,24000,1,16,23.2466198573416,0.9513955116271973,-23.23605234005802,-5.853629112222761,0.0,0.24249422632794457,0.0,1.0,neutral,conversational,Piyush Pandey,Piyush Pandey Advertising Interview,Unknown,https://www.youtube.com/watch?v=RJj7bUflNMM,"Some time, some time on the last bench. Most of the time on the first bench. But I felt last bench everybody has got some knowledge. Every human being has got some knowledge. A great teacher.",language_mismatch_hi_label_mostly_latin;too_much_silence_or_low_activity,2
YgmYmIvCnyM_c0003_s000,extracted_wav/hindi_train/hindi_train_00005.wav,hi-IN,train,15.68,15.68,24000,1,16,29.667046469875743,0.9601652026176453,-23.517998405152426,-3.2862195275573844,0.0,0.5517241379310345,0.0,1.0,neutral,conversational,Pankaj Tripathi,Pankaj Tripathi Acting Philosophy,Unknown,https://www.youtube.com/watch?v=YgmYmIvCnyM,"and just didn't want to play anymore, played more than one hundred test matches. wouldn't get picked for the one day team anymore, me and Rahul. because India were looking ahead for the twenty eleven World Cup by which we would have been forty years old, forty-one years old so.",language_mismatch_hi_label_mostly_latin;possibly_starts_mid_sentence,2
dpbp_tbnzAVRZ9Xc_c0036_s000,extracted_wav/hindi_train/hindi_train_00009.wav,hi-IN,train,22.9395,22.9395,24000,1,16,23.091560660194634,0.9236679077148438,-23.4404690221932,-6.979804357324689,0.0,0.2486910994764398,0.0,1.0,neutral,conversational,Zakir Khan,Zakir Khan Serious Interview,Unknown,https://www.youtube.com/watch?v=tbnzAVRZ9Xc,"What are you going to do with what you have? I am not talking about how much you have. Some of you are business majors, some of you are theologians, nurses, sociologists, some of you have money, some of you have patience, some of you have kindness, some of you have love, some of you have the gift of long suffering, whatever it is, whatever your gift is. What are you going to do with what you have?",language_mismatch_hi_label_mostly_latin;too_much_silence_or_low_activity,2
dpbp_Nr-Su0Zb6Qw_c0014_s000,extracted_wav/hindi_train/hindi_train_00012.wav,hi-IN,train,11.79475,11.79475,24000,1,16,36.89173393223896,0.9506821632385254,-24.05083991296001,-3.5195723586086873,0.0,0.628498727735369,0.6752136752136753,0.3247863247863248,angry,authoritative,Sonu Sharma,Sonu Sharma Motivational Speech,Sonu Sharma,https://www.youtube.com/watch?v=Nr-Su0Zb6Qw,"डर की। और फिर justify करने लगते हो। अभी सही time नहीं है, पैसे कम है, experience चाहिए। लेकिन सच यह है कि तुम slave हो उस डर के। अब relationship देखो।",code_mixed_text;likely_read_or_voiceover_source,2
Nr-Su0Zb6Qw_c0020_s000,extracted_wav/hindi_train/hindi_train_00021.wav,hi-IN,train,29.8,29.8,24000,1,16,36.101327584030365,0.9566481113433838,-23.617366202846867,-5.536035198038264,0.0,0.7170191339375629,0.5084033613445378,0.49159663865546216,neutral,formal,Sonu Sharma,Sonu Sharma Motivational Speech,Sonu Sharma,https://www.youtube.com/watch?v=Nr-Su0Zb6Qw,"अगली बार जब तुम्हारा mood अचानक बदले, pause करो। पूछो, यह biology है या reality। Two, habits, सही diet, नींद और exercise से तुम अपनी chemistry को balance कर सकते हो। Three, awareness। जब तुम recognize कर लेते हो कि यह emotion temporary chemical storm है, तब तुम उसको react किए बिना गुजरने दे सकते हो।",code_mixed_text;likely_read_or_voiceover_source,2
PGUdWfB8nLg_c0006_s000,extracted_wav/hindi_train/hindi_train_00022.wav,hi-IN,train,8.2,8.2,24000,1,16,24.903478349361027,0.890507698059082,-23.879818321863947,-8.308484097037107,0.0,0.40293040293040294,0.0,1.0,neutral,conversational,Osho,Osho Hindi Discourse,Osho,https://www.youtube.com/watch?v=PGUdWfB8nLg,"My wife our first lady Michelle Obama, she has a similar story. Neither of her parents had gone to college, and they didn't have a lot of money.",language_mismatch_hi_label_mostly_latin;too_much_silence_or_low_activity,2
dpbp_tbnzAVRZ9Xc_c0010_s000,extracted_wav/hindi_train/hindi_train_00026.wav,hi-IN,train,9.059875,9.059875,24000,1,16,24.81823522723678,0.8738951086997986,-22.8905259363257,-3.9657069927312305,0.0,0.3853820598006645,0.0,1.0,neutral,conversational,Zakir Khan,Zakir Khan Serious Interview,Unknown,https://www.youtube.com/watch?v=tbnzAVRZ9Xc,"Reggie Jackson struck out two thousand six hundred times in his career, the most in the history of baseball, but you don't hear about the strikeouts. People remember the home runs.",language_mismatch_hi_label_mostly_latin;too_much_silence_or_low_activity,2
Nr-Su0Zb6Qw_c0039_s002,extracted_wav/hindi_train/hindi_train_00029.wav,hi-IN,train,27.5,27.5,24000,1,16,35.57984817049921,0.960401713848114,-23.713287795369375,-5.941965384291694,0.0,0.6954148471615721,0.708185053380783,0.2918149466192171,neutral,conversational,Sonu Sharma,Sonu Sharma Motivational Speech,Sonu Sharma,https://www.youtube.com/watch?v=Nr-Su0Zb6Qw,गुलामी वाला। choice की power तुम्हें हर दिन मिलती है। सुबह उठते ही नींद के गुलाम बनोगे या discipline के master बनोगे। fail होने पर frustration में डूबोगे या lesson निकालकर आगे बढ़ोगे। rejection मिलने पर आत्मदया में रोओगे या अपने level को upgrade करोगे। हर बार 2 दरवाजे सामने होते हैं। 1 दरवाजा तुम्हें उसी पुराने emotional jail में घुसा देता है।,code_mixed_text;likely_read_or_voiceover_source,2
YyCXp_E4sMU_c0015_s003,extracted_wav/hindi_train/hindi_train_00032.wav,hi-IN,train,24.4,24.4,24000,1,16,29.99841624689681,0.9036492109298706,-22.329357167463726,-10.165142228053545,0.0,0.6777367773677737,0.0,1.0,neutral,conversational,Gaur Gopal Das,Gaur Gopal Das Hindi Session,Gaur Gopal Das,https://www.youtube.com/watch?v=YyCXp_E4sMU,All of these is what makes that little tip sustainable and seen to the world as you are now going to embark on your new journey and as you work on achieving that tip of the iceberg my prayer today is that may you never forget the unseen take inspiration from your heroes from your role models from your families from your teachers,language_mismatch_hi_label_mostly_latin;possibly_ends_mid_sentence,2
dpbp_tbnzAVRZ9Xc_c0014_s000,extracted_wav/hindi_train/hindi_train_00034.wav,hi-IN,train,6.779208333333333,6.779208333333333,24000,1,16,25.22223626698567,0.8542436361312866,-23.43573843127767,-5.571706252846608,0.0,0.37333333333333335,0.0,1.0,neutral,conversational,Zakir Khan,Zakir Khan Serious Interview,Unknown,https://www.youtube.com/watch?v=tbnzAVRZ9Xc,"You have got to take risks, and I am sure you probably heard that before, but I want to talk to you about why that's so important.",language_mismatch_hi_label_mostly_latin;too_much_silence_or_low_activity,2
Nr-Su0Zb6Qw_c0013_s004,extracted_wav/hindi_train/hindi_train_00037.wav,hi-IN,train,25.6,25.6,24000,1,16,35.237278935090075,0.9628250598907471,-24.199119031445775,-6.623121594215254,0.0,0.7291910902696366,0.7284768211920529,0.271523178807947,concerned,authoritative,Sonu Sharma,Sonu Sharma Motivational Speech,Sonu Sharma,https://www.youtube.com/watch?v=Nr-Su0Zb6Qw,"और अगर तुम्हारी strength इतनी shallow है कि तुम्हें validation चाहिए दुनिया से, तो तुम strong नहीं। बस addicted हो दूसरों की approval के। problem यह है कि तुम emotions को identity समझ बैठे हो। गुस्सा आया तो कहते हो, मैं ऐसा ही हूं। डर लगा तो कहते हो, मैं ज्यादा risk नहीं लेता। प्यार में पड़े तो कहते हो, यही मेरी जिंदगी है। लेकिन सच यह है कि तुमने खुद को कभी question ही नहीं किया।",code_mixed_text;likely_read_or_voiceover_source,2
PGUdWfB8nLg_c0002_s000,extracted_wav/hindi_train/hindi_train_00038.wav,hi-IN,train,7.9,7.9,24000,1,16,25.694012539033807,0.8727262616157532,-24.049883940955418,-8.474253039361141,0.0,0.4372623574144487,0.0,1.0,sad,conversational,Osho,Osho Hindi Discourse,Osho,https://www.youtube.com/watch?v=PGUdWfB8nLg,My father left my family when I was two years old. I was raised by a single mom who had to work and who struggled at times to pay the bills and wasn't always able to give us the things that other kids had.,language_mismatch_hi_label_mostly_latin;too_much_silence_or_low_activity,2
tbnzAVRZ9Xc_c0001_s000,extracted_wav/hindi_train/hindi_train_00042.wav,hi-IN,train,10.1,10.1,24000,1,16,26.06915935533708,0.8446080088615417,-23.632366242246242,-5.054757446559832,0.0,0.5267857142857143,0.0,1.0,neutral,conversational,Zakir Khan,Zakir Khan Serious Interview,Unknown,https://www.youtube.com/watch?v=tbnzAVRZ9Xc,"Nelson Mandela said, there is no passion to be found playing small. In settling for a life that's less than the one you capable of living.",language_mismatch_hi_label_mostly_latin;weak_speaker_match,2
