audio_path,raw_segment_path,language,duration_s,source_title,source_url,source_start_time_seconds,source_end_time_seconds,transcript,pipeline_emotion,pipeline_style,emotion_status,emotion_failure_reason,emotion_review_required,manual_emotion,manual_style,manual_transcript,keep_y_n,notes
data/final/dpbp_9Q7Zl3OI4us_c0034_s001.wav,data/raw_segments/dpbp_9Q7Zl3OI4us_c0034_s001_raw.wav,en-IN,23.38,The 3 Myths of the Indian Education System,https://www.youtube.com/watch?v=9Q7Zl3OI4us,1000.61,1023.9895,"kids in an education system which is actively holding them at bay. Because I don't know about you, I would like to live in a future. A future where I walk into a class and I ask them, so how many of you woke up today morning and decided to learn something new? And instead of five hands going up, I'd like to have at least six hands going up. Thank you.",sarcastic,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/dpbp_B9dm0PC0_b8_c0035_s000.wav,data/raw_segments/dpbp_B9dm0PC0_b8_c0035_s000_raw.wav,en-IN,15.32,Broken English,https://www.youtube.com/watch?v=B9dm0PC0_b8,548.41,563.7289374999999,"And honestly speaking, I've never looked back. You see, there are moments when we make decisions that shape our destiny. And in those moments, we have to listen to our intuition. Our heart already knows where we are meant to go. It will never lead us astray.",neutral,conversational,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/Ju9ONXG-KdA_c0016_s002.wav,data/raw_segments/Ju9ONXG-KdA_c0016_s002_raw.wav,en-IN,27.6,Courage to begin,https://www.youtube.com/watch?v=Ju9ONXG-KdA,566.19,593.79,"One day, at 10.30 pm night, I got a message in my mobile. The person was Ramji Makwana. He sent me a message and said, Sir, whatever you do, but please help me. Please help me to become a fluent in this language. I asked him what happened. He told me, Sir, today I was in exhibition in Bangalore and I lost the deal of one CR. The reason I was not able to communicate with the client.",excited,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/SAc_Z4qAs3E_c0073_s000.wav,data/raw_segments/SAc_Z4qAs3E_c0073_s000_raw.wav,en-IN,23.5,Be the CEO of your own life,https://www.youtube.com/watch?v=SAc_Z4qAs3E,1082.51,1106.01,"is your turn. And I wait for all the success stories because when I see all the women out here, you know, I feel so many best sellers, so many scientific breakthroughs, so many musical pieces all hidden in this one room and that is simply wow.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/XSXq8CRKAtQ_c0001_s008.wav,data/raw_segments/XSXq8CRKAtQ_c0001_s008_raw.wav,en-IN,27.9,Geography NCERT,https://www.youtube.com/watch?v=XSXq8CRKAtQ,263.53000000000003,291.43,"Now it brings us to a point where we will discuss geography as a discipline which is concerned with three sets of questions and they are basically what, where and why. The standard three question that you will find in everything. So by what we mean that what is the relationship between the natural features and cultural features found on earth, in simple terms what is the relationship between human and land, all those sort of questions falls under this category.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/eSa9YEA7aN4_c0005_s000.wav,data/raw_segments/eSa9YEA7aN4_c0005_s000_raw.wav,en-IN,23.6,Speak Like a Pro,https://www.youtube.com/watch?v=eSa9YEA7aN4,515.71,539.3100000000001,"this one, voice modulation and tonality. This is my absolute favorite. First of all, what is tonality? Tonality is nothing but feeling your words. Did you notice how I said it? Tonality is nothing but feeling your words. One of the biggest mistakes that people make when they speak on the stage or off the stage in conversations.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/kcW4ABcY3zI_c0006_s006.wav,data/raw_segments/kcW4ABcY3zI_c0006_s006_raw.wav,en-IN,14.9,A well educated mind,https://www.youtube.com/watch?v=kcW4ABcY3zI,766.65,781.55,"I keep losing or breaking them. I shove them in a pocket bag against a wall or something, they crack, I put them on a lap when I get up, they fold down, somebody steps on them, they break. In the first three months of this year, I lost or broke six pairs of glasses. So I'm still a friend about this.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/sKvMxZ284AA_c0019_s000.wav,data/raw_segments/sKvMxZ284AA_c0019_s000_raw.wav,en-IN,22.2,How SHE became an IAS officer,https://www.youtube.com/watch?v=sKvMxZ284AA,553.03,575.2299999999999,"teacher came to me and he said, have you really completed your 12th? Have you really passed it? You cannot answer this very basic question of physics. Only I knew how much I love physics. I am not answering this, not because I do not know physics. It is because I do not know English. But this all was going on in my mind only. I was not able to speak anything. Well, I came back to my room and I wept.",concerned,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/9Q7Zl3OI4us_c0007_s000.wav,data/raw_segments/9Q7Zl3OI4us_c0007_s000_raw.wav,en-IN,26.1,The 3 Myths of the Indian Education System,https://www.youtube.com/watch?v=9Q7Zl3OI4us,163.19,189.29,"But then what else is education good for? And I got my answer, a lot of people say this, it is to create the best minds in their respective fields. So, and I think that's not far from the truth. I had an opportunity to speak to Dr. Jan C. James. She's the former Vice-Chancellor of Mahatma Gandhi University. She said, and I quote, the best in India will always be the best in the world when it comes to education.",sarcastic,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/B9dm0PC0_b8_c0031_s001.wav,data/raw_segments/B9dm0PC0_b8_c0031_s001_raw.wav,en-IN,5.5,Broken English,https://www.youtube.com/watch?v=B9dm0PC0_b8,497.22999999999996,502.72999999999996,"She looked at me and said, I'm okay. Can you ask them to help the other girls?",neutral,conversational,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/Ju9ONXG-KdA_c0014_s001.wav,data/raw_segments/Ju9ONXG-KdA_c0014_s001_raw.wav,en-IN,26.6,Courage to begin,https://www.youtube.com/watch?v=Ju9ONXG-KdA,444.53,471.13,"But in just two years, the thing is that when the pandemic came, me and my brother, we were worthless. Because in that situation, the education field, it was totally, I would say, a disaster at that time. Okay. I was not able to take my offline sessions. We were not able to take our courses in our institute, the school was closed. And, I remember 21st April.",excited,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/SAc_Z4qAs3E_c0026_s000.wav,data/raw_segments/SAc_Z4qAs3E_c0026_s000_raw.wav,en-IN,13.5,Be the CEO of your own life,https://www.youtube.com/watch?v=SAc_Z4qAs3E,423.37,436.87,I saw young girls rescuing their mothers from years of domestic abuse. I saw women in the villages forming collectives to save their daughters from being traffic.,formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/dpbp_XSXq8CRKAtQ_c0001_s013.wav,data/raw_segments/dpbp_XSXq8CRKAtQ_c0001_s013_raw.wav,en-IN,17.62,Geography NCERT,https://www.youtube.com/watch?v=XSXq8CRKAtQ,402.83000000000004,420.44993750000003,"So here I'm talking about the physical features like landform, climate, vegetation, economic activities, occupation. So if you see these all are changing with respect to time.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/dpbp_eSa9YEA7aN4_c0006_s000.wav,data/raw_segments/dpbp_eSa9YEA7aN4_c0006_s000_raw.wav,en-IN,21.28,Speak Like a Pro,https://www.youtube.com/watch?v=eSa9YEA7aN4,685.11,706.3895625,"Ladies and gentlemen, I believe that great speakers, the wonderful speakers, use pauses as their biggest weapon. Well, why is it important? Here are three reasons why pauses are important. Number one, when you take a pause, you give your audience the time to process what you've just said.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/sKvMxZ284AA_c0030_s002.wav,data/raw_segments/sKvMxZ284AA_c0030_s002_raw.wav,en-IN,28.6,How SHE became an IAS officer,https://www.youtube.com/watch?v=sKvMxZ284AA,971.63,1000.23,yourself because for others you have already proved. Now this is your task you have to do and you are saying life is difficult at you. You have you need to change your lenses beta.,concerned,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/dpbp_9Q7Zl3OI4us_c0016_s000.wav,data/raw_segments/dpbp_9Q7Zl3OI4us_c0016_s000_raw.wav,en-IN,18.8,The 3 Myths of the Indian Education System,https://www.youtube.com/watch?v=9Q7Zl3OI4us,418.81,437.609875,"I'm not good with mathematics. I'm not. It's I had a lot of friends who are unfortunately good with mathematics. But then in mathematics every class I sat through, we had teachers who came and told us, you're going to need this in your real life. Ladies and gentlemen, let me introduce to you calculus.",sarcastic,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/dpbp_B9dm0PC0_b8_c0030_s000.wav,data/raw_segments/dpbp_B9dm0PC0_b8_c0030_s000_raw.wav,en-IN,12.14,Broken English,https://www.youtube.com/watch?v=B9dm0PC0_b8,475.77000000000004,487.90862500000003,"She survived, and that to me is is the greatest miracle that I have ever witnessed or will ever witness. It is what I remain grateful for every day. That Malala survived with no brain damage.",neutral,conversational,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/dpbp_Ju9ONXG-KdA_c0005_s000.wav,data/raw_segments/dpbp_Ju9ONXG-KdA_c0005_s000_raw.wav,en-IN,25.86,Courage to begin,https://www.youtube.com/watch?v=Ju9ONXG-KdA,144.27,170.1298125,"somehow I got the government job, but today I face many difficulties in documentations, when I have to communicate with people, I have to take help of others. I don't want the same thing happen with you. The child was small, somehow he was not able to understand the entire context, but he was able to feel the pain.",excited,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/SAc_Z4qAs3E_c0043_s000.wav,data/raw_segments/SAc_Z4qAs3E_c0043_s000_raw.wav,en-IN,20.2,Be the CEO of your own life,https://www.youtube.com/watch?v=SAc_Z4qAs3E,646.51,666.7099999999999,"Girls, 7.5% of the world's women live in this country and yet women are just about 50% or they are 50% of India's population and yet they only form about 14% of the parliamentarians.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/dpbp_XSXq8CRKAtQ_c0001_s011.wav,data/raw_segments/dpbp_XSXq8CRKAtQ_c0001_s011_raw.wav,en-IN,29.86,Geography NCERT,https://www.youtube.com/watch?v=XSXq8CRKAtQ,344.03000000000003,373.89000000000004,So geography integrates with all these separate disciplines and helps us in understanding the world as if it was one single entity.,formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/dpbp_eSa9YEA7aN4_c0004_s006.wav,data/raw_segments/dpbp_eSa9YEA7aN4_c0004_s006_raw.wav,en-IN,29.88,Speak Like a Pro,https://www.youtube.com/watch?v=eSa9YEA7aN4,483.77,513.6494375,"listen to the pronunciation a couple of more times and very importantly make examples on them and read them out loud. You know, I have been saying reading out loud, out loud, why is it important? Because when you read out loud those words that you don't know how to pronounce, it will help you speak more clearly and coherently. And that's why pronunciation is extremely important if you want to sound like a leader. Extremely important. Please work on your pronunciation as well.",formal,authoritative,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
data/final/dpbp_sKvMxZ284AA_c0014_s000.wav,data/raw_segments/dpbp_sKvMxZ284AA_c0014_s000_raw.wav,en-IN,27.5,How SHE became an IAS officer,https://www.youtube.com/watch?v=sKvMxZ284AA,426.07,453.56931249999997,"This decision of my parents to send me from the village to a big city for higher education was a big decision because I was the first girl from my village to go out and study. So it was not only I who was studying here, it was the whole village along with me. If I will come back, the hopes of all other girls, the door for all other girls will close automatically. So I had to perform here anyhow.",concerned,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/9Q7Zl3OI4us_c0029_s000.wav,data/raw_segments/9Q7Zl3OI4us_c0029_s000_raw.wav,en-IN,28.6,The 3 Myths of the Indian Education System,https://www.youtube.com/watch?v=9Q7Zl3OI4us,793.75,822.35,"So, it's about making a mistake. And then learning from it and making another mistake and then learning from that and so on and so forth until maybe if you get it right. Without any formal education in arts, the kids won't have anywhere to go. In fact, I have a student. I have a student who in order to impress a girl in his class learned a song in the shortest duration of time. That is how creative kids can get. depending on rewards of course.",sarcastic,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/dpbp_B9dm0PC0_b8_c0039_s000.wav,data/raw_segments/dpbp_B9dm0PC0_b8_c0039_s000_raw.wav,en-IN,7.18,Broken English,https://www.youtube.com/watch?v=B9dm0PC0_b8,608.57,615.7498125000001,And I am Malala because I make that decision today and every day from the core of my heart. Thank you.,neutral,conversational,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,True,,,,,
data/final/Ju9ONXG-KdA_c0016_s000.wav,data/raw_segments/Ju9ONXG-KdA_c0016_s000_raw.wav,en-IN,25.1,Courage to begin,https://www.youtube.com/watch?v=Ju9ONXG-KdA,512.99,538.09,"Now, it has not happened suddenly. The thing was that, which is the another learning of today's talk, opportunities come to those who are prepared, yes or no. So that was not any magic which has happened. I was already prepared because in 2019, I started to learn digital marketing. And I want to thank my mentors, Mr. Rahul Bhattnagar and Gopal Krishnan for their help.",excited,expressive,heuristic_text_source_prosody_v2,LLM unavailable; repaired with transcript/source/prosody heuristic v2,False,,,,,
